session_id,base_cart_item_names,base_cart_item_categories,base_cart_item_count,base_cart_value,cart_has_drink,cart_has_dessert,cart_has_side,cart_completion_score
41406,Kolkata Biryani | Mutton Biryani,main | main,2,344.06,0,0,0,0.5
41407,Penne Arrabbiata | Fettuccine Alfredo,main | main,2,787.23,0,0,0,0.75
41408,Margherita Pizza,main,1,309,0,0,0,0.5
41409,Veg Fried Rice,main,1,232.85,0,0,0,0.6
41410,Lasagna,main,1,162.41,0,0,0,0.5
41411,Chocolate Lava Cake | Kulfi Falooda | Kulfi Falooda,main | main | main,3,1200.28,0,0,0,0.5
41412,Gulab Jamun Platter,main,1,352.02,0,0,0,0.5
41413,Manchurian Gravy | Manchurian Gravy | Szechuan Chicken,main | main | main,3,843.93,0,0,0,0.9
41414,Kulfi Falooda | Gulab Jamun Platter | Fresh Lime Soda,main | main | drink,3,583.87,1,0,0,0.65
41415,Chicken Cordon Bleu | Lamb Chops,main | main,2,406.62,0,0,0,0.5
41416,Chicken Rogan Josh | Dal Makhani | Cold Coffee,main | main | drink,3,374,1,0,0,0.65
41417,Pulled Pork Sandwich | Chicken Wrap,main | main,2,826.66,0,0,0,0.5
41418,Waffles with Ice Cream,main,1,226.65,0,0,0,0.5
41419,Cheesecake Slice | Waffles with Ice Cream | Sugarcane Juice | Steamed Vegetables,main | main | drink | side,4,710.72,1,0,1,0.9
41420,Paneer Tikka Masala | Corn Salad,main | side,2,418.11,0,0,1,0.75
41421,Chocolate Lava Cake,main,1,258.75,0,0,0,0.5
41422,Mango Sorbet | Sugarcane Juice,main | drink,2,235.8,1,0,0,0.65
41423,Chilly Paneer | Cold Coffee,main | drink,2,403.15,1,0,0,0.65
41424,Dal Makhani | Butter Chicken | Steamed Vegetables,main | main | side,3,662.97,0,0,1,0.75
41425,Chicken Rogan Josh | Veg Kadai | Chicken Rogan Josh | Lemon Iced Tea,main | main | main | drink,4,999.06,1,0,0,0.65
41426,Chole Bhature | Gajar Halwa,main | dessert,2,233.03,0,1,0,0.65
41427,Shawarma Platter | Mixed Grill Plate,main | main,2,512.62,0,0,0,0.65
41428,BBQ Pork Ribs,main,1,267.11,0,0,0,0.5
41429,Double Patty Burger,main,1,428.1,0,0,0,0.5
41430,Appam Stew,main,1,152.77,0,0,0,0.5
41431,Spaghetti Bolognese,main,1,454.51,0,0,0,0.5
41432,Veg Biryani | Mutton Biryani | Mutton Biryani,main | main | main,3,1240.11,0,0,0,0.5
41433,Chicken in Black Bean,main,1,264.01,0,0,0,0.5
41434,Fish & Chips | Lamb Chops | Chocolate Mousse,main | main | dessert,3,606.81,0,1,0,0.65
41435,Shawarma Platter,main,1,170.99,0,0,0,0.5
41436,Kolkata Biryani | Chicken Biryani,main | main,2,322.62,0,0,0,0.75
41437,Rasmalai | Gulab Jamun Platter | Kulfi Falooda,main | main | main,3,844.38,0,0,0,0.5
41438,Gnocchi Pesto,main,1,232.7,0,0,0,0.5
41439,Cheesecake Slice,main,1,327.11,0,0,0,0.5
41440,Rajma Masala,main,1,166.02,0,0,0,0.5
41441,Prawn Biryani,main,1,196.28,0,0,0,0.5
41442,Dal Makhani | Paneer Tikka Masala,main | main,2,515.41,0,0,0,0.9
41443,Chole Bhature | Rajma Masala,main | main,2,333,0,0,0,0.85
41444,Hyderabadi Dum Biryani,main,1,244.26,0,0,0,0.6
41445,Margherita Pizza | Penne Arrabbiata | Kheer,main | main | dessert,3,633.64,0,1,0,0.65
41446,Kerala Prawn Curry,main,1,317.34,0,0,0,0.75
41447,Szechuan Chicken | Kung Pao Chicken,main | main,2,609.44,0,0,0,0.5
41448,Hakka Noodles | Hakka Noodles,main | main,2,646.67,0,0,0,0.6
41449,Rajma Masala,main,1,186,0,0,0,0.65
41450,Masala Dosa,main,1,207.82,0,0,0,0.65
41451,Shawarma Platter | Chicken Mandi,main | main,2,446.33,0,0,0,0.5
41452,Veg Kadai,main,1,334.77,0,0,0,0.5
41453,Grilled Salmon,main,1,258.2,0,0,0,0.65
41454,Hyderabadi Dum Biryani | Hyderabadi Dum Biryani | Sugarcane Juice,main | main | drink,3,637.3,1,0,0,0.65
41455,Kolkata Biryani | Paneer Biryani,main | main,2,387.19,0,0,0,0.65
41456,Double Patty Burger | Fresh Lime Soda | Stir Fried Veggies,main | drink | side,3,688.13,1,0,1,1
41457,Rava Dosa | Sugarcane Juice,main | drink,2,305.89,1,0,0,0.65
41458,Pesarattu,main,1,338.43,0,0,0,0.5
41459,Hyderabadi Dum Biryani,main,1,445.88,0,0,0,0.5
41460,Margherita Pizza | Gnocchi Pesto,main | main,2,496.85,0,0,0,0.5
41461,Shawarma Platter | Shawarma Platter,main | main,2,659.18,0,0,0,0.75
41462,Kulfi Falooda | Cheesecake Slice | Chocolate Lava Cake,main | main | main,3,834.19,0,0,0,0.5
41463,Loaded Nachos | Pulled Pork Sandwich | Pulled Pork Sandwich,main | main | main,3,493.7,0,0,0,0.5
41464,Spaghetti Bolognese,main,1,155.59,0,0,0,0.5
41465,Fish & Chips | Beef Tenderloin,main | main,2,360.89,0,0,0,0.5
41466,BBQ Pork Ribs | Corn Salad | Mango Kulfi,main | side | dessert,3,320.87,0,1,1,0.9
41467,Hakka Noodles,main,1,258.97,0,0,0,0.5
41468,Idli Sambar | Lemon Iced Tea,main | drink,2,434.32,1,0,0,0.65
41469,Lamb Chops,main,1,170.71,0,0,0,0.5
41470,Veg Kadai,main,1,262.56,0,0,0,0.5
41471,Pepperoni Pizza,main,1,476.07,0,0,0,0.5
41472,Hyderabadi Dum Biryani,main,1,320.93,0,0,0,0.5
41473,Kolkata Biryani | Egg Biryani | Chicken Biryani,main | main | main,3,542.48,0,0,0,0.65
41474,Kulfi Falooda,main,1,208.68,0,0,0,0.5
41475,Chicken in Black Bean,main,1,246.91,0,0,0,0.75
41476,Pesarattu | Corn Salad,main | side,2,497.18,0,0,1,0.75
41477,Paneer Tikka Masala | Chicken Rogan Josh | Chole Bhature,main | main | main,3,797.45,0,0,0,0.9
41478,Veg Club Sandwich,main,1,190.36,0,0,0,0.5
41479,Butter Chicken,main,1,242.73,0,0,0,0.65
41480,Rajma Masala | Rajma Masala,main | main,2,386.22,0,0,0,0.5
41481,Penne Arrabbiata,main,1,222.41,0,0,0,0.5
41482,Kung Pao Chicken | Veg Fried Rice,main | main,2,528.37,0,0,0,0.6
41483,Szechuan Chicken,main,1,270.55,0,0,0,0.5
41484,Shawarma Platter | Chicken Tikka Arabian | Shawarma Platter,main | main | main,3,952.28,0,0,0,0.5
41485,Shahi Mutton,main,1,377.24,0,0,0,0.5
41486,Hakka Noodles | Hakka Noodles | Brownie with Ice Cream,main | main | dessert,3,456.58,0,1,0,0.65
41487,Andhra Chicken Fry,main,1,106.86,0,0,0,0.5
41488,Paneer Biryani | Veg Biryani,main | main,2,604.49,0,0,0,0.5
41489,Beef Tenderloin,main,1,248.78,0,0,0,0.5
41490,Kerala Prawn Curry | Masala Dosa,main | main,2,711.88,0,0,0,0.5
41491,Rajma Masala,main,1,231.44,0,0,0,0.5
41492,Loaded Nachos,main,1,201.35,0,0,0,0.5
41493,Masala Dosa,main,1,269.35,0,0,0,0.5
41494,Dal Makhani,main,1,268.24,0,0,0,0.5
41495,Lamb Kabab,main,1,189.53,0,0,0,0.5
41496,Lasagna,main,1,200.76,0,0,0,0.5
41497,Prawn Biryani | Rasgulla,main | dessert,2,344.66,0,1,0,0.65
41498,BBQ Burger,main,1,256.25,0,0,0,0.5
41499,Lasagna | Risotto,main | main,2,423.85,0,0,0,0.5
41500,Szechuan Chicken | Chilly Paneer,main | main,2,560.61,0,0,0,0.5
41501,Shahi Mutton | Chole Bhature | Garden Salad,main | main | side,3,424.56,0,0,1,0.75
41502,Idli Sambar,main,1,229.68,0,0,0,0.75
41503,Dal Makhani,main,1,202.25,0,0,0,0.5
41504,Hyderabadi Dum Biryani | Chicken Biryani | Paneer Biryani,main | main | main,3,532.56,0,0,0,0.5
41505,Kolkata Biryani,main,1,256.33,0,0,0,0.5
41506,Veg Fried Rice,main,1,300,0,0,0,0.5
41507,Idli Sambar,main,1,310.67,0,0,0,0.5
41508,Appam Stew,main,1,340.74,0,0,0,0.5
41509,Grilled Chicken Steak,main,1,176.1,0,0,0,0.5
41510,Manchurian Gravy | Chilly Paneer,main | main,2,578.21,0,0,0,0.5
41511,Andhra Chicken Fry | Andhra Chicken Fry | Bisi Bele Bath,main | main | main,3,476.46,0,0,0,0.5
41512,Paneer Biryani,main,1,280.43,0,0,0,1
41513,Kerala Prawn Curry | Masala Chai,main | drink,2,326.14,1,0,0,0.65
41514,Spaghetti Bolognese | Lasagna | Fresh Lime Soda,main | main | drink,3,823.1,1,0,0,0.65
41515,Szechuan Chicken,main,1,120.24,0,0,0,0.6
41516,Tiramisu | Cheesecake Slice | Mango Kulfi,main | main | dessert,3,395.67,0,1,0,0.65
41517,Hakka Noodles | Mango Lassi,main | drink,2,230.9,1,0,0,0.65
41518,Pulled Pork Sandwich | Veg Club Sandwich,main | main,2,548.17,0,0,0,0.5
41519,Pulled Pork Sandwich | BBQ Burger | Zinger Burger | Cold Coffee,main | main | main | drink,4,1373.37,1,0,0,0.65
41520,Andhra Chicken Fry | Andhra Chicken Fry | Virgin Mojito,main | main | drink,3,883.54,1,0,0,0.65
41521,Andhra Chicken Fry,main,1,215.52,0,0,0,0.5
41522,Dal Makhani | Butter Chicken | Rajma Masala,main | main | main,3,792.4,0,0,0,0.5
41523,Crispy Chicken Burger,main,1,329.26,0,0,0,0.65
41524,Lasagna | Steamed Vegetables,main | side,2,582.45,0,0,1,0.75
41525,Dal Makhani | Watermelon Juice,main | drink,2,240.73,1,0,0,0.65
41526,Chicken in Black Bean | Chicken in Black Bean | Chilly Paneer,main | main | main,3,865.96,0,0,0,0.5
41527,Andhra Chicken Fry | Bisi Bele Bath | Masala Dosa,main | main | main,3,536.9,0,0,0,0.5
41528,Rajma Masala | Veg Kadai | Veg Kadai,main | main | main,3,769.69,0,0,0,0.5
41529,Pulled Pork Sandwich | Fresh Lime Soda,main | drink,2,213.89,1,0,0,0.65
41530,Fettuccine Alfredo,main,1,356.19,0,0,0,0.75
41531,Loaded Nachos | Veg Club Sandwich,main | main,2,541.21,0,0,0,0.5
41532,Pepperoni Pizza | Fettuccine Alfredo | Pepperoni Pizza | Masala Chai,main | main | main | drink,4,1298.37,1,0,0,0.65
41533,Mushroom Risotto,main,1,281.34,0,0,0,0.5
41534,Waffles with Ice Cream | Gulab Jamun,main | dessert,2,331.97,0,1,0,0.65
41535,Butter Chicken,main,1,358.77,0,0,0,0.5
41536,Margherita Pizza,main,1,227.62,0,0,0,0.5
41537,Pesarattu,main,1,164.85,0,0,0,0.5
41538,Grilled Chicken Steak | Grilled Salmon,main | main,2,776.67,0,0,0,0.65
41539,Zinger Burger | Loaded Nachos,main | main,2,637.38,0,0,0,0.5
41540,Kulfi Falooda | Gulab Jamun Platter,main | main,2,560.54,0,0,0,0.5
41541,Pesarattu | Kerala Prawn Curry | Masala Dosa,main | main | main,3,618.8,0,0,0,0.9
41542,Chicken Cordon Bleu | Lamb Chops | BBQ Pork Ribs,main | main | main,3,796.31,0,0,0,0.65
41543,Chicken Wrap | Virgin Mojito,main | drink,2,237.72,1,0,0,0.65
41544,Rava Dosa,main,1,146.06,0,0,0,0.5
41545,Beef Tenderloin,main,1,188.88,0,0,0,0.5
41546,Hakka Noodles | Mango Lassi,main | drink,2,443.72,1,0,0,0.65
41547,Dal Makhani,main,1,153.67,0,0,0,0.5
41548,Grilled Salmon,main,1,175.15,0,0,0,0.5
41549,Manchurian Gravy | Chilly Paneer,main | main,2,287.82,0,0,0,0.5
41550,Risotto,main,1,254.51,0,0,0,0.5
41551,Appam Stew | Pesarattu,main | main,2,436.1,0,0,0,0.5
41552,Appam Stew,main,1,448.3,0,0,0,0.5
41553,Spring Roll | Garden Salad,main | side,2,370,0,0,1,0.75
41554,Zinger Burger,main,1,261.69,0,0,0,0.5
41555,Chocolate Lava Cake | Chocolate Lava Cake | Rasmalai,main | main | main,3,505.99,0,0,0,0.5
41556,Crispy Chicken Burger | Crispy Chicken Burger | Gulab Jamun,main | main | dessert,3,375.73,0,1,0,0.65
41557,Spaghetti Bolognese | Risotto | Choco Lava Cup,main | main | dessert,3,452.33,0,1,0,0.65
41558,Gulab Jamun Platter | Waffles with Ice Cream | Cheesecake Slice | Masala Papad,main | main | main | side,4,1011.04,0,0,1,0.75
41559,Margherita Pizza | Mango Lassi,main | drink,2,309.55,1,0,0,0.65
41560,Mutton Biryani | Veg Biryani | Prawn Biryani,main | main | main,3,760.09,0,0,0,0.5
41561,Grilled Salmon,main,1,220.14,0,0,0,0.5
41562,Shahi Mutton,main,1,291.46,0,0,0,0.75
41563,Appam Stew | Stir Fried Veggies,main | side,2,314.13,0,0,1,0.75
41564,Loaded Nachos | Loaded Nachos,main | main,2,285.9,0,0,0,0.5
41565,Rajma Masala | Gajar Halwa,main | dessert,2,600.42,0,1,0,0.65
41566,Butter Chicken,main,1,320.23,0,0,0,0.5
41567,Chole Bhature,main,1,297.47,0,0,0,0.5
41568,Spaghetti Bolognese | Fettuccine Alfredo,main | main,2,601.8,0,0,0,0.65
41569,Rava Dosa | Andhra Chicken Fry | Rava Dosa,main | main | main,3,792.43,0,0,0,0.65
41570,Rava Dosa,main,1,266.8,0,0,0,0.5
41571,Spaghetti Bolognese | Risotto,main | main,2,759.85,0,0,0,0.5
41572,Gulab Jamun Platter,main,1,277.95,0,0,0,0.65
41573,Margherita Pizza | Penne Arrabbiata | Coleslaw,main | main | side,3,468.25,0,0,1,0.75
41574,Prawn Biryani | Coleslaw,main | side,2,455.16,0,0,1,0.75
41575,Kolkata Biryani | Egg Biryani | Veg Biryani,main | main | main,3,794.59,0,0,0,0.5
41576,Szechuan Chicken | Chilly Paneer,main | main,2,341.65,0,0,0,0.5
41577,Rajma Masala,main,1,181.61,0,0,0,0.5
41578,Mutton Ouzi | Masala Papad,main | side,2,291.62,0,0,1,0.75
41579,Paneer Tikka Masala | Shahi Mutton,main | main,2,319.13,0,0,0,0.5
41580,Grilled Chicken Steak | Grilled Salmon,main | main,2,514.4,0,0,0,0.5
41581,Paneer Biryani,main,1,136.37,0,0,0,0.5
41582,Chicken Wrap,main,1,424.49,0,0,0,0.5
41583,Butter Chicken,main,1,292.2,0,0,0,0.5
41584,Chicken Cordon Bleu,main,1,135.77,0,0,0,0.65
41585,Hakka Noodles,main,1,284.92,0,0,0,0.5
41586,Paneer Tikka Masala | Dal Makhani,main | main,2,604.12,0,0,0,0.5
41587,Bisi Bele Bath,main,1,184.07,0,0,0,0.5
41588,Bisi Bele Bath,main,1,399.64,0,0,0,0.5
41589,Chicken in Black Bean,main,1,265.49,0,0,0,0.5
41590,Chocolate Lava Cake | Chocolate Lava Cake,main | main,2,375.18,0,0,0,0.5
41591,Beef Tenderloin | Onion Rings,main | side,2,262.09,0,0,1,0.75
41592,Egg Biryani | Mutton Biryani | Potato Wedges,main | main | side,3,712.63,0,0,1,0.75
41593,Penne Arrabbiata,main,1,492.59,0,0,0,0.5
41594,Veg Kadai | Rajma Masala,main | main,2,610.9,0,0,0,1
41595,Chole Bhature | Chicken Rogan Josh | Rajma Masala,main | main | main,3,561.27,0,0,0,0.5
41596,Chicken Biryani,main,1,209.56,0,0,0,0.5
41597,Beef Tenderloin | Lamb Chops,main | main,2,311.41,0,0,0,0.75
41598,Prawn Biryani | Chicken Biryani,main | main,2,621.85,0,0,0,0.6
41599,Andhra Chicken Fry,main,1,372.14,0,0,0,0.5
41600,Szechuan Chicken,main,1,296.91,0,0,0,0.5
41601,Shahi Mutton | Chole Bhature | Jeera Aloo,main | main | side,3,582.32,0,0,1,1
41602,Pepperoni Pizza | Spaghetti Bolognese | Masala Papad,main | main | side,3,934.39,0,0,1,0.75
41603,Veg Kadai | Rajma Masala,main | main,2,714.55,0,0,0,0.5
41604,Shahi Mutton,main,1,235.56,0,0,0,0.5
41605,Veg Club Sandwich | Buttermilk,main | drink,2,187.77,1,0,0,0.65
41606,Butter Chicken | Buttermilk,main | drink,2,314.28,1,0,0,0.65
41607,Spaghetti Bolognese | Stir Fried Veggies,main | side,2,196.99,0,0,1,0.75
41608,Paneer Biryani,main,1,166.76,0,0,0,0.5
41609,Andhra Chicken Fry | Andhra Chicken Fry | Watermelon Juice,main | main | drink,3,603,1,0,0,0.65
41610,Mango Sorbet | Mango Sorbet,main | main,2,920.88,0,0,0,0.5
41611,Paneer Tikka Masala | Rajma Masala | Shahi Mutton,main | main | main,3,511.24,0,0,0,0.5
41612,Szechuan Chicken | Chilly Paneer | Chilly Paneer,main | main | main,3,946.43,0,0,0,0.5
41613,Dal Makhani,main,1,286.7,0,0,0,0.5
41614,Chicken Wrap | BBQ Burger,main | main,2,764.1,0,0,0,0.5
41615,Mixed Grill Plate | Chicken Tikka Arabian | Mutton Ouzi,main | main | main,3,483.8,0,0,0,0.5
41616,Chicken Mandi,main,1,276.1,0,0,0,0.5
41617,Penne Arrabbiata | Fettuccine Alfredo,main | main,2,539.87,0,0,0,0.5
41618,Kerala Prawn Curry | Choco Lava Cup,main | dessert,2,270.71,0,1,0,0.65
41619,Idli Sambar | Gulab Jamun,main | dessert,2,370.27,0,1,0,0.65
41620,Butter Chicken | Rajma Masala,main | main,2,790.94,0,0,0,0.85
41621,Hummus Platter,main,1,357.59,0,0,0,0.5
41622,Zinger Burger,main,1,172.19,0,0,0,0.5
41623,Mango Sorbet | Mango Sorbet,main | main,2,780.2,0,0,0,0.5
41624,Hakka Noodles | Chicken in Black Bean | Spring Roll | Sugarcane Juice,main | main | main | drink,4,1360.87,1,0,0,0.65
41625,Idli Sambar,main,1,213.45,0,0,0,0.75
41626,Dal Makhani,main,1,143.3,0,0,0,0.5
41627,Veg Biryani | Prawn Biryani | Paneer Biryani | Fresh Lime Soda,main | main | main | drink,4,573.6,1,0,0,0.65
41628,Chicken Rogan Josh | Chicken Rogan Josh | Butter Chicken,main | main | main,3,772.31,0,0,0,0.5
41629,Veg Club Sandwich,main,1,118.83,0,0,0,0.5
41630,Zinger Burger | Pulled Pork Sandwich,main | main,2,814.03,0,0,0,0.65
41631,Dal Makhani | Dal Makhani,main | main,2,596.04,0,0,0,0.5
41632,Chole Bhature,main,1,314.85,0,0,0,0.5
41633,Penne Arrabbiata | Spaghetti Bolognese,main | main,2,796.45,0,0,0,0.5
41634,Gulab Jamun Platter | Mango Sorbet,main | main,2,400.41,0,0,0,0.65
41635,Kung Pao Chicken,main,1,238.53,0,0,0,0.5
41636,Rajma Masala | Rajma Masala,main | main,2,362.48,0,0,0,0.75
41637,Egg Biryani | Paneer Biryani | Hyderabadi Dum Biryani | Fresh Lime Soda,main | main | main | drink,4,887.94,1,0,0,0.65
41638,Pulled Pork Sandwich,main,1,248.51,0,0,0,0.5
41639,Hakka Noodles | Chicken in Black Bean | Watermelon Juice,main | main | drink,3,394.89,1,0,0,0.65
41640,Szechuan Chicken | Chicken in Black Bean | Veg Fried Rice,main | main | main,3,760.33,0,0,0,0.5
41641,Risotto,main,1,166.06,0,0,0,0.75
41642,Veg Fried Rice,main,1,353.42,0,0,0,0.5
41643,Bisi Bele Bath | Coleslaw,main | side,2,269.85,0,0,1,0.75
41644,Butter Chicken,main,1,287.85,0,0,0,0.5
41645,Chicken Biryani | Hyderabadi Dum Biryani,main | main,2,531.79,0,0,0,0.5
41646,Butter Chicken,main,1,274.46,0,0,0,0.5
41647,Cheesecake Slice,main,1,371.62,0,0,0,0.5
41648,Chicken Cordon Bleu,main,1,176.14,0,0,0,0.5
41649,Grilled Chicken Steak,main,1,215.12,0,0,0,0.5
41650,Chicken Rogan Josh | Masala Chai,main | drink,2,210.94,1,0,0,0.65
41651,Hummus Platter | Mixed Grill Plate | Mutton Ouzi,main | main | main,3,1071.66,0,0,0,0.5
41652,Chicken Mandi | Fresh Lime Soda,main | drink,2,323.85,1,0,0,0.65
41653,BBQ Burger | Veg Club Sandwich | Loaded Nachos,main | main | main,3,901.69,0,0,0,0.5
41654,Kerala Prawn Curry,main,1,155.21,0,0,0,0.5
41655,Crispy Chicken Burger | Potato Wedges,main | side,2,219.41,0,0,1,0.85
41656,Veg Biryani | Prawn Biryani | Brownie with Ice Cream,main | main | dessert,3,422.06,0,1,0,0.65
41657,Risotto | Masala Papad | Brownie with Ice Cream,main | side | dessert,3,733.04,0,1,1,0.9
41658,Mutton Ouzi,main,1,151.72,0,0,0,0.65
41659,Mutton Biryani,main,1,166.78,0,0,0,0.5
41660,Masala Dosa | Kerala Prawn Curry,main | main,2,573.01,0,0,0,0.5
41661,Paneer Biryani,main,1,169.11,0,0,0,0.6
41662,Chicken Rogan Josh | Paneer Tikka Masala,main | main,2,706.47,0,0,0,0.5
41663,Kulfi Falooda | Chocolate Lava Cake | Fresh Lime Soda | Panna Cotta,main | main | drink | dessert,4,803.32,1,1,0,0.65
41664,Butter Chicken | Masala Papad,main | side,2,505.38,0,0,1,0.75
41665,Rajma Masala | Rajma Masala,main | main,2,617.23,0,0,0,0.65
41666,Egg Biryani,main,1,222.12,0,0,0,0.5
41667,Kolkata Biryani | Prawn Biryani,main | main,2,351.87,0,0,0,0.5
41668,Waffles with Ice Cream,main,1,229.66,0,0,0,0.5
41669,Appam Stew | Sugarcane Juice,main | drink,2,213.34,1,0,0,0.9
41670,Lamb Chops | Fish & Chips,main | main,2,617.03,0,0,0,0.5
41671,Veg Fried Rice | Kung Pao Chicken | Chicken in Black Bean,main | main | main,3,530.22,0,0,0,0.5
41672,Manchurian Gravy | Potato Wedges,main | side,2,284.16,0,0,1,0.75
41673,Shahi Mutton,main,1,154.61,0,0,0,0.6
41674,Kulfi Falooda | Chocolate Lava Cake | Mango Sorbet,main | main | main,3,495.6,0,0,0,0.5
41675,Kolkata Biryani,main,1,250.97,0,0,0,0.5
41676,Lasagna | Jeera Aloo,main | side,2,428.94,0,0,1,0.75
41677,Chicken Rogan Josh | Shahi Mutton,main | main,2,684.57,0,0,0,0.5
41678,Margherita Pizza | Spaghetti Bolognese | Risotto,main | main | main,3,776.71,0,0,0,0.5
41679,Risotto,main,1,274.69,0,0,0,0.5
41680,Masala Dosa | Andhra Chicken Fry,main | main,2,639.72,0,0,0,0.75
41681,Pepperoni Pizza | Pepperoni Pizza,main | main,2,320.77,0,0,0,0.5
41682,Veg Biryani | Prawn Biryani,main | main,2,579.24,0,0,0,0.65
41683,Chole Bhature | Shahi Mutton,main | main,2,549.84,0,0,0,0.85
41684,Kolkata Biryani,main,1,146.02,0,0,0,0.5
41685,Prawn Biryani | Hyderabadi Dum Biryani | Kolkata Biryani | Mango Lassi,main | main | main | drink,4,1305.5,1,0,0,0.65
41686,Shawarma Platter | Chicken Mandi,main | main,2,366.15,0,0,0,0.5
41687,Chicken Tikka Arabian | Falafel Wrap,main | main,2,516.57,0,0,0,0.6
41688,Butter Chicken | Chicken Rogan Josh,main | main,2,335.56,0,0,0,0.5
41689,Spaghetti Bolognese | Gnocchi Pesto | Fettuccine Alfredo,main | main | main,3,1055.43,0,0,0,0.6
41690,Prawn Biryani | Hyderabadi Dum Biryani,main | main,2,584.4,0,0,0,0.65
41691,Paneer Biryani,main,1,376.68,0,0,0,0.5
41692,Chole Bhature | Stir Fried Veggies,main | side,2,451.29,0,0,1,0.75
41693,Margherita Pizza | Penne Arrabbiata,main | main,2,419.07,0,0,0,0.5
41694,Chicken in Black Bean | Chocolate Mousse,main | dessert,2,324.14,0,1,0,0.65
41695,Paneer Biryani | Chicken Biryani | Kolkata Biryani | Watermelon Juice,main | main | main | drink,4,907.24,1,0,0,0.65
41696,Chicken Biryani | Fresh Lime Soda,main | drink,2,329.19,1,0,0,0.65
41697,Veg Club Sandwich | Pulled Pork Sandwich,main | main,2,509.56,0,0,0,0.5
41698,Chicken Biryani | Prawn Biryani | Egg Biryani,main | main | main,3,543.31,0,0,0,0.65
41699,Veg Fried Rice | Szechuan Chicken,main | main,2,400.97,0,0,0,0.65
41700,Shahi Mutton | Sugarcane Juice,main | drink,2,270.2,1,0,0,0.65
41701,Veg Club Sandwich | Gulab Jamun,main | dessert,2,245.51,0,1,0,0.65
41702,Chilly Paneer,main,1,332.85,0,0,0,0.5
41703,Spring Roll,main,1,184.44,0,0,0,0.5
41704,Paneer Tikka Masala | Dal Makhani,main | main,2,709.05,0,0,0,0.9
41705,Paneer Biryani | Mutton Biryani,main | main,2,893.01,0,0,0,0.5
41706,Veg Biryani,main,1,223.34,0,0,0,0.5
41707,Veg Fried Rice | Watermelon Juice,main | drink,2,194.54,1,0,0,0.65
41708,Prawn Biryani | Masala Chai,main | drink,2,339.78,1,0,0,0.65
41709,Mutton Biryani | Mutton Biryani,main | main,2,707.08,0,0,0,0.5
41710,Szechuan Chicken | Hakka Noodles,main | main,2,638.29,0,0,0,0.5
41711,Paneer Biryani | Hyderabadi Dum Biryani,main | main,2,468.71,0,0,0,0.5
41712,Paneer Tikka Masala | Shahi Mutton | Dal Makhani,main | main | main,3,577.05,0,0,0,0.5
41713,Chole Bhature,main,1,160.87,0,0,0,0.65
41714,Veg Biryani,main,1,469.66,0,0,0,0.5
41715,Penne Arrabbiata | Pepperoni Pizza,main | main,2,384.64,0,0,0,0.65
41716,Chicken Biryani | Mutton Biryani,main | main,2,367.07,0,0,0,0.5
41717,Idli Sambar | Panna Cotta,main | dessert,2,240.15,0,1,0,1
41718,BBQ Burger | BBQ Burger | Zinger Burger,main | main | main,3,775.65,0,0,0,0.5
41719,Veg Kadai,main,1,325.3,0,0,0,0.6
41720,Lasagna,main,1,167.62,0,0,0,0.5
41721,Shawarma Platter,main,1,131.47,0,0,0,0.5
41722,Veg Biryani,main,1,454.33,0,0,0,0.5
41723,Loaded Nachos,main,1,211.63,0,0,0,0.5
41724,Kulfi Falooda | Rasmalai | Fresh Lime Soda,main | main | drink,3,380.24,1,0,0,0.65
41725,Spaghetti Bolognese,main,1,324.6,0,0,0,0.5
41726,Pulled Pork Sandwich,main,1,438.01,0,0,0,0.5
41727,Fettuccine Alfredo | Lasagna,main | main,2,824.06,0,0,0,0.5
41728,Pepperoni Pizza,main,1,462.23,0,0,0,0.5
41729,Pulled Pork Sandwich,main,1,269.32,0,0,0,0.6
41730,Veg Biryani | Chicken Biryani | Kolkata Biryani | Steamed Vegetables,main | main | main | side,4,1437.3,0,0,1,0.75
41731,Egg Biryani | Kheer,main | dessert,2,523.53,0,1,0,0.65
41732,Idli Sambar,main,1,193.47,0,0,0,0.5
41733,Chicken Biryani,main,1,237.63,0,0,0,0.5
41734,Andhra Chicken Fry | Masala Dosa,main | main,2,343.87,0,0,0,0.75
41735,Andhra Chicken Fry | Masala Papad | Brownie with Ice Cream,main | side | dessert,3,513.03,0,1,1,0.9
41736,Hyderabadi Dum Biryani | Hyderabadi Dum Biryani,main | main,2,477.35,0,0,0,0.5
41737,Chicken Rogan Josh | Veg Kadai | Phirni,main | main | dessert,3,329.79,0,1,0,0.65
41738,Grilled Chicken Steak | Grilled Salmon,main | main,2,524.91,0,0,0,0.5
41739,Appam Stew | Pesarattu,main | main,2,404.87,0,0,0,0.5
41740,Pepperoni Pizza | Mango Kulfi,main | dessert,2,645.83,0,1,0,0.65
41741,Butter Chicken | Veg Kadai,main | main,2,385.48,0,0,0,0.5
41742,Mutton Biryani,main,1,199.88,0,0,0,0.5
41743,Veg Fried Rice | Kung Pao Chicken | Kung Pao Chicken,main | main | main,3,812.59,0,0,0,0.5
41744,Veg Fried Rice | Lemon Iced Tea,main | drink,2,204.42,1,0,0,0.65
41745,Chicken Rogan Josh | Veg Kadai | Paneer Tikka Masala,main | main | main,3,568.79,0,0,0,0.5
41746,Butter Chicken,main,1,163.2,0,0,0,0.5
41747,Prawn Biryani,main,1,190.85,0,0,0,0.9
