session_id,user_id,restaurant_id,session_timestamp,hour,day_of_week,meal_time,is_weekend,weather_condition,traffic_density,is_festival_day,estimated_delivery_time,delivery_zone,session_engagement_score,num_past_orders_at_restaurant
51039,974,477,27/06/2025 05:15,13,2,lunch,0,Cloudy,Medium,0,75,north,0.385,0
51040,1590,577,27/06/2025 05:20,23,5,dinner,1,Sunny,High,0,36,west,0.485,0
51041,3564,62,27/06/2025 05:25,8,4,breakfast,0,Sunny,Medium,0,66,north,0.33,0
51042,2544,586,27/06/2025 05:30,15,5,lunch,1,Rainy,High,0,41,west,0.8617,0
51043,568,263,27/06/2025 05:35,9,3,breakfast,0,Cloudy,Low,0,34,north,0.4317,0
51044,3089,546,27/06/2025 05:40,12,6,lunch,1,Sunny,High,0,94,central,0.21,0
51045,1194,35,27/06/2025 05:45,9,1,breakfast,0,Rainy,Medium,1,55,east,0.2533,0
51046,1815,566,27/06/2025 05:50,20,2,dinner,0,Sunny,Jam,0,108,north,0.315,0
51047,1588,445,27/06/2025 05:55,13,6,lunch,1,Cloudy,High,0,32,east,0.625,1
51048,1355,159,27/06/2025 06:00,14,3,lunch,0,Windy,High,0,57,south,0.4633,0
51049,111,580,27/06/2025 06:05,15,0,lunch,0,Cloudy,Low,0,42,south,0.6767,0
51050,667,207,27/06/2025 06:10,19,4,dinner,0,Fog,Jam,0,99,central,0.3433,0
51051,1931,350,27/06/2025 06:15,23,2,dinner,0,Cloudy,High,0,37,north,0.3967,0
51052,2374,47,27/06/2025 06:20,22,3,dinner,0,Rainy,High,0,65,south,0.3733,1
51053,492,395,27/06/2025 06:25,16,3,snack,0,Fog,High,1,61,central,0.4667,0
51054,3775,666,27/06/2025 06:30,8,6,breakfast,1,Sunny,Low,0,31,west,0.455,1
51055,781,290,27/06/2025 06:35,23,4,dinner,0,Sunny,Medium,0,38,south,0.2883,0
51056,2894,441,27/06/2025 06:40,19,2,dinner,0,Rainy,Medium,0,41,south,0.42,0
51057,1268,403,27/06/2025 06:45,14,6,lunch,1,Sunny,Medium,0,37,north,0.4633,0
51058,3974,472,27/06/2025 06:50,18,3,snack,0,Sandstorms,Low,0,47,central,0.5767,0
51059,3004,575,27/06/2025 06:55,6,3,breakfast,0,Rainy,High,0,44,north,0.44,0
51060,50,303,27/06/2025 07:00,6,3,breakfast,0,Fog,High,0,71,central,0.4633,0
51061,3523,297,27/06/2025 07:05,17,2,snack,0,Sunny,Low,0,64,north,0.4083,1
51062,3428,166,27/06/2025 07:10,18,6,snack,1,Cloudy,High,1,43,south,0.2717,1
51063,1116,448,27/06/2025 07:15,15,5,lunch,1,Sunny,Medium,0,38,east,0.5433,0
51064,3177,677,27/06/2025 07:20,6,0,breakfast,0,Rainy,Medium,0,75,west,0.5617,0
51065,1439,123,27/06/2025 07:25,11,2,lunch,0,Rainy,High,0,44,east,0.3267,0
51066,768,488,27/06/2025 07:30,8,3,breakfast,0,Cloudy,Low,0,34,west,0.5533,0
51067,831,566,27/06/2025 07:35,21,4,dinner,0,Cloudy,Low,0,59,central,0.5217,0
51068,2176,254,27/06/2025 07:40,22,0,dinner,0,Windy,High,0,76,east,0.51,0
51069,1019,200,27/06/2025 07:45,15,0,lunch,0,Fog,Low,0,42,south,0.5983,0
51070,1459,131,27/06/2025 07:50,9,2,breakfast,0,Sunny,Jam,0,101,west,0.545,0
51071,2353,212,27/06/2025 07:55,19,0,dinner,0,Rainy,Low,0,41,south,0.7,1
51072,1764,292,27/06/2025 08:00,20,1,dinner,0,Cloudy,Low,0,64,south,0.3733,0
51073,1511,249,27/06/2025 08:05,8,2,breakfast,0,Cloudy,Medium,0,55,west,0.4083,0
51074,2691,272,27/06/2025 08:10,21,6,dinner,1,Sunny,High,0,36,north,0.6017,0
51075,849,165,27/06/2025 08:15,17,1,snack,0,Fog,Medium,0,43,west,0.14,0
51076,3946,23,27/06/2025 08:20,14,2,lunch,0,Rainy,Medium,0,53,south,0.6467,0
51077,2709,236,27/06/2025 08:25,11,2,lunch,0,Cloudy,Low,1,24,north,0.4083,1
51078,2749,204,27/06/2025 08:30,15,6,lunch,1,Rainy,High,0,94,east,0.5533,1
51079,3950,691,27/06/2025 08:35,12,6,lunch,1,Rainy,Medium,1,36,west,0.4633,0
51080,1716,149,27/06/2025 08:40,16,6,snack,1,Cloudy,Medium,1,50,central,0.51,0
51081,3393,246,27/06/2025 08:45,6,2,breakfast,0,Sunny,Medium,0,52,central,0.3967,0
51082,2471,193,27/06/2025 08:50,20,2,dinner,0,Cloudy,Jam,0,85,north,0.2883,0
51083,1561,434,27/06/2025 08:55,14,0,lunch,0,Cloudy,Medium,0,38,west,0.5217,0
51084,3736,176,27/06/2025 09:00,13,2,lunch,0,Sunny,Low,0,64,west,0.54,0
51085,1452,479,27/06/2025 09:05,18,1,snack,0,Windy,High,0,60,central,0.2333,0
51086,3203,694,27/06/2025 09:10,11,2,lunch,0,Cloudy,High,1,47,north,0.7267,0
51087,1203,10,27/06/2025 09:15,9,4,breakfast,0,Cloudy,High,0,50,west,0.4633,0
51088,3963,201,27/06/2025 09:20,19,2,dinner,0,Cloudy,High,1,78,central,0.7,0
51089,1923,185,27/06/2025 09:25,21,5,dinner,1,Sunny,Low,0,56,east,0.67,0
51090,788,500,27/06/2025 09:30,10,6,breakfast,1,Cloudy,Low,0,52,north,0.2067,1
51091,2999,86,27/06/2025 09:35,15,2,lunch,0,Fog,High,0,64,central,0.5183,0
51092,2519,331,27/06/2025 09:40,9,5,breakfast,1,Sunny,Medium,0,35,north,0.6583,0
51093,417,599,27/06/2025 09:45,11,6,lunch,1,Cloudy,High,0,66,central,0.175,0
51094,1383,33,27/06/2025 09:50,4,2,late_night,0,Cloudy,Low,0,28,east,0.32,0
51095,1130,591,27/06/2025 09:55,19,3,dinner,0,Rainy,High,0,62,west,0.3233,0
51096,1905,153,27/06/2025 10:00,13,6,lunch,1,Stormy,High,0,56,central,0.385,0
51097,2271,472,27/06/2025 10:05,20,1,dinner,0,Fog,Medium,0,55,east,0.5017,0
51098,3028,557,27/06/2025 10:10,19,4,dinner,0,Stormy,High,0,64,east,0.5083,1
51099,2225,294,27/06/2025 10:15,19,1,dinner,0,Rainy,Medium,0,68,central,0.51,1
51100,2641,172,27/06/2025 10:20,12,5,lunch,1,Stormy,Jam,0,78,east,0.2333,1
51101,2858,518,27/06/2025 10:25,15,1,lunch,0,Rainy,High,0,59,south,0.595,0
51102,3636,174,27/06/2025 10:30,11,5,lunch,1,Fog,Jam,0,74,east,0.2567,0
51103,1513,351,27/06/2025 10:35,9,5,breakfast,1,Cloudy,Medium,0,28,east,0.6233,0
51104,1562,293,27/06/2025 10:40,18,6,snack,1,Cloudy,High,0,82,north,0.2533,0
51105,1605,1,27/06/2025 10:45,12,1,lunch,0,Cloudy,High,0,64,east,0.3267,1
51106,3661,508,27/06/2025 10:50,16,1,snack,0,Fog,Medium,0,39,north,0.3033,0
51107,3276,447,27/06/2025 10:55,12,2,lunch,0,Fog,Low,1,64,central,0.6133,0
51108,3813,616,27/06/2025 11:00,13,4,lunch,0,Rainy,High,0,94,west,0.49,0
51109,831,134,27/06/2025 11:05,12,0,lunch,0,Cloudy,Medium,0,43,central,0.6883,0
51110,743,413,27/06/2025 11:10,9,3,breakfast,0,Stormy,High,0,94,north,0.5217,0
51111,1141,244,27/06/2025 11:15,16,0,snack,0,Windy,High,0,84,east,0.4033,0
51112,542,448,27/06/2025 11:20,8,1,breakfast,0,Sunny,High,0,48,west,0.18,0
51113,2746,348,27/06/2025 11:25,14,6,lunch,1,Rainy,High,0,43,south,0.6317,0
51114,1715,123,27/06/2025 11:30,13,2,lunch,0,Cloudy,Medium,0,35,east,0.1833,0
51115,2526,505,27/06/2025 11:35,13,0,lunch,0,Sunny,Medium,0,45,west,0.105,1
51116,2899,263,27/06/2025 11:40,12,5,lunch,1,Sunny,Low,0,34,south,0.5983,0
51117,2960,445,27/06/2025 11:45,8,6,breakfast,1,Rainy,Medium,0,26,west,0.4433,1
51118,3033,103,27/06/2025 11:50,19,3,dinner,0,Sunny,Medium,0,54,west,0.405,0
51119,2363,160,27/06/2025 11:55,10,6,breakfast,1,Windy,Medium,0,55,central,0.215,0
51120,3199,295,27/06/2025 12:00,15,5,lunch,1,Sunny,High,0,46,east,0.2033,0
51121,342,665,27/06/2025 12:05,9,5,breakfast,1,Sunny,Medium,0,49,north,0.245,0
51122,1528,650,27/06/2025 12:10,18,5,snack,1,Cloudy,Low,0,43,central,0.5767,0
51123,15,490,27/06/2025 12:15,15,2,lunch,0,Sunny,Medium,0,33,north,0.5333,0
51124,721,271,27/06/2025 12:20,7,3,breakfast,0,Cloudy,High,0,62,south,0.5017,0
51125,446,195,27/06/2025 12:25,9,2,breakfast,0,Cloudy,High,0,43,north,0.3233,0
51126,114,432,27/06/2025 12:30,13,5,lunch,1,Cloudy,Medium,0,36,north,0.405,0
51127,764,182,27/06/2025 12:35,12,6,lunch,1,Cloudy,Medium,0,75,north,0.2383,1
51128,3980,347,27/06/2025 12:40,13,1,lunch,0,Sandstorms,High,0,94,central,0.4383,0
51129,2485,165,27/06/2025 12:45,22,5,dinner,1,Sunny,High,0,54,west,0.4633,0
51130,3196,670,27/06/2025 12:50,21,5,dinner,1,Sunny,Low,0,56,central,0.5333,0
51131,2750,629,27/06/2025 12:55,21,0,dinner,0,Sunny,High,0,60,east,0.4083,0
51132,3774,549,27/06/2025 13:00,12,3,lunch,0,Fog,Low,0,30,east,0.2767,0
51133,2362,380,27/06/2025 13:05,11,0,lunch,0,Rainy,Medium,0,54,east,0.5217,1
51134,2717,297,27/06/2025 13:10,18,6,snack,1,Sunny,Jam,0,116,central,0.2133,0
51135,3672,289,27/06/2025 13:15,22,2,dinner,0,Rainy,Jam,0,116,north,0.5317,0
51136,380,439,27/06/2025 13:20,23,2,dinner,0,Cloudy,Medium,0,42,north,0.49,0
51137,74,633,27/06/2025 13:25,11,6,lunch,1,Sunny,Medium,0,40,north,0.4717,0
51138,979,681,27/06/2025 13:30,15,0,lunch,0,Sandstorms,Low,0,50,south,0.4433,0
51139,2183,392,27/06/2025 13:35,20,1,dinner,0,Fog,High,0,87,east,0.6683,0
51140,27,212,27/06/2025 13:40,22,5,dinner,1,Cloudy,Medium,0,48,west,0.495,0
51141,3250,616,27/06/2025 13:45,8,4,breakfast,0,Cloudy,High,0,94,west,0.33,0
51142,3864,671,27/06/2025 13:50,19,5,dinner,1,Windy,Medium,0,48,west,0.2067,0
51143,2886,595,27/06/2025 13:55,13,6,lunch,1,Sunny,Low,1,27,west,0.5733,0
51144,2479,93,27/06/2025 14:00,21,1,dinner,0,Cloudy,Jam,0,93,north,0.23,0
51145,1626,552,27/06/2025 14:05,18,6,snack,1,Sunny,High,0,41,west,0.6267,0
51146,2395,263,27/06/2025 14:10,23,6,dinner,1,Fog,High,0,50,south,0.42,0
51147,3495,547,27/06/2025 14:15,7,3,breakfast,0,Sunny,Medium,0,60,east,0.4083,0
51148,1038,17,27/06/2025 14:20,10,1,breakfast,0,Windy,Jam,0,40,central,0.4433,0
51149,305,434,27/06/2025 14:25,18,6,snack,1,Rainy,High,0,47,central,0.35,0
51150,2442,410,27/06/2025 14:30,14,1,lunch,0,Cloudy,Jam,0,80,north,0.51,0
51151,1787,277,27/06/2025 14:35,9,2,breakfast,0,Sunny,Low,0,33,central,0.4317,0
51152,3816,683,27/06/2025 14:40,12,1,lunch,0,Sunny,Jam,0,46,south,0.5533,0
51153,3572,172,27/06/2025 14:45,18,5,snack,1,Sunny,Medium,0,50,west,0.6917,0
51154,86,73,27/06/2025 14:50,13,5,lunch,1,Rainy,Medium,1,32,east,0.6767,0
51155,3069,342,27/06/2025 14:55,14,1,lunch,0,Rainy,Medium,0,47,west,0.6767,0
51156,1928,273,27/06/2025 15:00,22,6,dinner,1,Sunny,Medium,0,36,west,0.6233,0
51157,3292,670,27/06/2025 15:05,12,3,lunch,0,Rainy,High,0,82,south,0.525,0
51158,84,99,27/06/2025 15:10,19,5,dinner,1,Cloudy,Low,0,33,north,0.77,0
51159,1343,352,27/06/2025 15:15,16,4,snack,0,Rainy,Medium,0,50,north,0.68,0
51160,641,37,27/06/2025 15:20,10,6,breakfast,1,Cloudy,Medium,0,50,north,0.2183,1
51161,3422,220,27/06/2025 15:25,19,2,dinner,0,Sunny,High,0,50,south,0.5567,0
51162,3665,231,27/06/2025 15:30,19,5,dinner,1,Sunny,Medium,0,35,north,0.6733,0
51163,933,354,27/06/2025 15:35,14,4,lunch,0,Fog,Medium,0,48,east,0.16,0
51164,1732,472,27/06/2025 15:40,9,6,breakfast,1,Rainy,Low,0,47,central,0.49,0
51165,2636,686,27/06/2025 15:45,15,6,lunch,1,Cloudy,Jam,0,97,north,0.4083,0
51166,3435,0,27/06/2025 15:50,8,0,breakfast,0,Rainy,Jam,0,52,west,0.475,0
51167,3234,492,27/06/2025 15:55,21,6,dinner,1,Sunny,Low,0,41,south,0.405,0
51168,2604,659,27/06/2025 16:00,20,6,dinner,1,Cloudy,Medium,0,63,central,0.385,0
51169,711,647,27/06/2025 16:05,15,2,lunch,0,Cloudy,Medium,0,68,east,0.56,0
51170,1633,657,27/06/2025 16:10,7,0,breakfast,0,Fog,Low,0,55,east,0.4083,0
51171,3123,91,27/06/2025 16:15,11,4,lunch,0,Rainy,Medium,0,33,central,0.6883,0
51172,366,630,27/06/2025 16:20,9,0,breakfast,0,Cloudy,Medium,0,34,west,0.1983,0
51173,3547,304,27/06/2025 16:25,14,5,lunch,1,Rainy,Jam,0,49,east,0.175,0
51174,3164,292,27/06/2025 16:30,19,4,dinner,0,Cloudy,Medium,0,75,central,0.4317,0
51175,3241,554,27/06/2025 16:35,8,6,breakfast,1,Cloudy,Jam,0,84,south,0.53,0
51176,126,137,27/06/2025 16:40,9,0,breakfast,0,Rainy,High,0,35,east,0.42,0
51177,848,128,27/06/2025 16:45,13,3,lunch,0,Windy,High,0,53,central,0.5067,0
51178,3641,675,27/06/2025 16:50,12,2,lunch,0,Sunny,High,0,66,central,0.3817,0
51179,3150,94,27/06/2025 16:55,22,5,dinner,1,Sunny,Jam,0,97,north,0.61,0
51180,2906,338,27/06/2025 17:00,23,0,dinner,0,Sunny,Medium,0,59,east,0.2567,0
51181,1872,590,27/06/2025 17:05,21,0,dinner,0,Cloudy,Medium,0,71,north,0.23,0
51182,1531,571,27/06/2025 17:10,6,0,breakfast,0,Cloudy,Low,0,32,east,0.5633,0
51183,498,108,27/06/2025 17:15,11,1,lunch,0,Cloudy,Medium,0,31,west,0.6,0
51184,1579,161,27/06/2025 17:20,10,6,breakfast,1,Sunny,Jam,0,99,west,0.1633,0
51185,3961,451,27/06/2025 17:25,20,6,dinner,1,Sunny,High,0,78,central,0.415,0
51186,1137,586,27/06/2025 17:30,21,4,dinner,0,Sunny,Medium,1,33,north,0.54,0
51187,1643,49,27/06/2025 17:35,19,1,dinner,0,Rainy,Jam,0,76,north,0.3033,0
51188,1213,340,27/06/2025 17:40,16,2,snack,0,Cloudy,Jam,0,68,west,0.4667,0
51189,1053,214,27/06/2025 17:45,17,1,snack,0,Cloudy,Medium,0,37,west,0.4667,1
51190,1907,498,27/06/2025 17:50,20,0,dinner,0,Cloudy,Medium,0,57,central,0.5567,0
51191,2223,649,27/06/2025 17:55,22,0,dinner,0,Sunny,Medium,0,41,east,0.5617,0
51192,2069,89,27/06/2025 18:00,22,0,dinner,0,Sunny,High,0,60,east,0.5867,0
51193,639,303,27/06/2025 18:05,7,1,breakfast,0,Cloudy,High,0,71,south,0.07,0
51194,1258,269,27/06/2025 18:10,23,5,dinner,1,Sunny,Medium,0,64,south,0.5567,0
51195,2348,73,27/06/2025 18:15,23,6,dinner,1,Windy,Low,0,27,central,0.4783,0
51196,1850,504,27/06/2025 18:20,15,3,lunch,0,Cloudy,Medium,0,61,east,0.6783,0
51197,1930,617,27/06/2025 18:25,13,4,lunch,0,Sunny,Medium,0,49,north,0.475,1
51198,3608,617,27/06/2025 18:30,21,5,dinner,1,Fog,High,0,61,south,0.5067,1
51199,3600,266,27/06/2025 18:35,17,0,snack,0,Fog,High,0,54,west,0.415,1
51200,1031,249,27/06/2025 18:40,23,4,dinner,0,Sunny,High,0,68,central,0.52,0
51201,287,148,27/06/2025 18:45,8,6,breakfast,1,Sunny,High,0,34,central,0.4833,0
51202,2377,576,27/06/2025 18:50,18,4,snack,0,Windy,High,0,37,central,0.4433,0
51203,762,157,27/06/2025 18:55,19,1,dinner,0,Sunny,Medium,0,41,central,0.4083,0
51204,2063,624,27/06/2025 19:00,20,4,dinner,0,Cloudy,Medium,0,39,central,0.635,0
51205,3070,228,27/06/2025 19:05,15,4,lunch,0,Cloudy,High,0,77,west,0.52,0
51206,3312,116,27/06/2025 19:10,22,1,dinner,0,Sunny,High,0,56,east,0.4983,0
51207,1005,569,27/06/2025 19:15,20,6,dinner,1,Sunny,Medium,0,75,north,0.72,0
51208,3951,249,27/06/2025 19:20,21,4,dinner,0,Sunny,High,0,68,south,0.25,1
51209,755,584,27/06/2025 19:25,18,3,snack,0,Stormy,Medium,0,53,west,0.5667,0
51210,192,89,27/06/2025 19:30,11,5,lunch,1,Rainy,Low,0,41,central,0.4517,0
51211,160,511,27/06/2025 19:35,21,4,dinner,0,Fog,Medium,0,42,north,0.6183,0
51212,1427,266,27/06/2025 19:40,13,1,lunch,0,Rainy,High,0,54,south,0.6267,0
51213,457,592,27/06/2025 19:45,19,5,dinner,1,Stormy,Medium,0,60,east,0.45,0
51214,2877,177,27/06/2025 19:50,10,6,breakfast,1,Windy,Medium,1,37,central,0.415,2
51215,3506,426,27/06/2025 19:55,9,6,breakfast,1,Cloudy,Medium,0,75,west,0.4633,0
51216,1822,55,27/06/2025 20:00,22,1,dinner,0,Sunny,High,0,53,south,0.42,0
51217,2170,128,27/06/2025 20:05,12,1,lunch,0,Cloudy,Medium,1,42,south,0.385,0
51218,1311,660,27/06/2025 20:10,23,0,dinner,0,Sunny,High,0,94,east,0.1633,0
51219,197,463,27/06/2025 20:15,19,4,dinner,0,Cloudy,Low,0,29,west,0.5367,0
51220,1121,504,27/06/2025 20:20,8,0,breakfast,0,Rainy,Medium,0,61,west,0.5517,0
51221,843,37,27/06/2025 20:25,7,2,breakfast,0,Cloudy,Medium,0,50,north,0.5083,0
51222,249,98,27/06/2025 20:30,9,2,breakfast,0,Cloudy,High,0,49,central,0.4083,0
51223,294,166,27/06/2025 20:35,9,0,breakfast,0,Cloudy,Medium,0,34,west,0.275,0
51224,1571,592,27/06/2025 20:40,12,4,lunch,0,Rainy,High,0,75,east,0.6767,0
51225,1733,301,27/06/2025 20:45,7,3,breakfast,0,Cloudy,Medium,0,49,south,0.4317,0
51226,1238,9,27/06/2025 20:50,16,3,snack,0,Fog,Jam,0,80,east,0.4167,0
51227,3770,667,27/06/2025 20:55,11,5,lunch,1,Fog,Low,0,46,west,0.2833,0
51228,1101,546,27/06/2025 21:00,14,3,lunch,0,Sunny,Medium,0,75,east,0.5717,0
51229,1307,60,27/06/2025 21:05,16,2,snack,0,Cloudy,Low,0,28,central,0.5667,1
51230,2298,360,27/06/2025 21:10,21,1,dinner,0,Sunny,Low,0,50,north,0.4667,0
51231,3614,8,27/06/2025 21:15,9,6,breakfast,1,Sunny,Medium,0,63,central,0.5667,0
51232,2924,15,27/06/2025 21:20,13,2,lunch,0,Rainy,High,0,73,central,0.405,1
51233,844,148,27/06/2025 21:25,11,5,lunch,1,Windy,Low,0,23,west,0.5317,0
51234,1480,257,27/06/2025 21:30,19,3,dinner,0,Sunny,High,0,67,west,0.405,0
51235,962,572,27/06/2025 21:35,21,1,dinner,0,Sunny,High,0,81,central,0.5017,1
51236,2937,154,27/06/2025 21:40,13,2,lunch,0,Rainy,High,0,73,east,0.5433,0
51237,3329,244,27/06/2025 21:45,11,3,lunch,0,Cloudy,Medium,0,67,west,0.5067,0
51238,1272,129,27/06/2025 21:50,20,4,dinner,0,Cloudy,High,0,83,central,0.5533,0
51239,219,303,27/06/2025 21:55,12,3,lunch,0,Windy,Jam,0,88,south,0.685,0
51240,2228,401,27/06/2025 22:00,16,5,snack,1,Stormy,High,0,70,south,0.385,0
51241,2632,417,27/06/2025 22:05,16,4,snack,0,Sunny,Jam,1,66,central,0.14,0
51242,352,45,27/06/2025 22:10,13,1,lunch,0,Rainy,Jam,0,94,north,0.6467,0
51243,3415,526,27/06/2025 22:15,22,0,dinner,0,Rainy,Low,0,64,west,0.645,0
51244,986,547,27/06/2025 22:20,18,0,snack,0,Sunny,Medium,0,60,central,0.575,0
51245,3654,360,27/06/2025 22:25,21,1,dinner,0,Sunny,High,0,74,central,0.4667,0
51246,3729,599,27/06/2025 22:30,16,1,snack,0,Fog,Low,0,45,central,0.07,1
51247,3829,674,27/06/2025 22:35,23,5,dinner,1,Cloudy,High,0,72,north,0.4083,0
51248,3358,581,27/06/2025 22:40,17,6,snack,1,Sunny,High,0,73,north,0.3617,0
51249,791,654,27/06/2025 22:45,12,6,lunch,1,Sunny,Jam,0,63,east,0.4633,0
51250,308,675,27/06/2025 22:50,15,2,lunch,0,Cloudy,Medium,0,52,central,0.4517,0
51251,2009,324,27/06/2025 22:55,14,0,lunch,0,Cloudy,Low,0,25,central,0.385,0
51252,2639,226,27/06/2025 23:00,15,5,lunch,1,Fog,High,0,53,north,0.405,1
51253,304,438,27/06/2025 23:05,21,4,dinner,0,Fog,Low,0,63,north,0.32,1
51254,1093,232,27/06/2025 23:10,16,2,snack,0,Sandstorms,High,0,76,west,0.5183,0
51255,2619,201,27/06/2025 23:15,12,6,lunch,1,Windy,High,0,78,north,0.1167,0
51256,685,4,27/06/2025 23:20,23,2,dinner,0,Windy,Medium,0,38,central,0.4967,0
51257,621,584,27/06/2025 23:25,14,6,lunch,1,Stormy,Medium,0,53,central,0.5433,1
51258,3807,512,27/06/2025 23:30,14,2,lunch,0,Sunny,Low,0,33,central,0.475,0
51259,3145,606,27/06/2025 23:35,18,5,snack,1,Sunny,Low,0,61,west,0.4867,0
51260,2030,1,27/06/2025 23:40,17,6,snack,1,Rainy,Jam,0,80,west,0.5983,0
51261,2724,439,27/06/2025 23:45,17,3,snack,0,Cloudy,Low,0,36,south,0.6967,0
51262,1448,531,27/06/2025 23:50,19,6,dinner,1,Windy,High,0,75,central,0.35,0
51263,715,611,27/06/2025 23:55,18,2,snack,0,Cloudy,High,0,65,west,0.5017,0
51264,3589,259,28/06/2025 00:00,11,3,lunch,0,Rainy,Medium,0,60,north,0.5883,0
51265,2910,657,28/06/2025 00:05,20,3,dinner,0,Sunny,Medium,0,65,west,0.4433,0
51266,3000,301,28/06/2025 00:10,22,2,dinner,0,Rainy,Low,0,42,east,0.1483,0
51267,1824,387,28/06/2025 00:15,11,6,lunch,1,Sunny,Low,0,45,central,0.5483,0
51268,3817,157,28/06/2025 00:20,1,4,late_night,0,Sunny,Medium,0,41,north,0.455,0
51269,774,424,28/06/2025 00:25,21,4,dinner,0,Sunny,Medium,0,42,central,0.5533,0
51270,1705,338,28/06/2025 00:30,21,1,dinner,0,Fog,Low,0,50,north,0.3067,0
51271,3533,634,28/06/2025 00:35,14,5,lunch,1,Sunny,High,0,46,south,0.54,0
51272,2952,324,28/06/2025 00:40,21,1,dinner,0,Cloudy,Medium,0,30,west,0.4317,0
51273,2604,162,28/06/2025 00:45,10,1,breakfast,0,Fog,Medium,0,58,central,0.385,0
51274,1843,355,28/06/2025 00:50,14,1,lunch,0,Sunny,High,0,66,central,0.245,0
51275,2213,381,28/06/2025 00:55,16,0,snack,0,Sunny,Jam,0,54,central,0.58,0
51276,2086,59,28/06/2025 01:00,13,4,lunch,0,Cloudy,Low,0,61,east,0.6417,0
51277,3737,129,28/06/2025 01:05,20,4,dinner,0,Cloudy,Medium,0,66,north,0.545,1
51278,295,371,28/06/2025 01:10,8,5,breakfast,1,Sunny,Medium,0,36,central,0.175,0
51279,2080,256,28/06/2025 01:15,15,1,lunch,0,Rainy,High,0,60,east,0.5983,0
51280,1137,449,28/06/2025 01:20,6,3,breakfast,0,Fog,Medium,0,34,north,0.5067,0
51281,2239,247,28/06/2025 01:25,14,3,lunch,0,Cloudy,High,0,63,central,0.6017,0
51282,2058,643,28/06/2025 01:30,18,2,snack,0,Windy,Low,0,45,north,0.4433,0
51283,2534,385,28/06/2025 01:35,17,2,snack,0,Sunny,Medium,1,40,south,0.1367,0
51284,2916,613,28/06/2025 01:40,23,4,dinner,0,Fog,High,0,62,west,0.4817,1
51285,285,123,28/06/2025 01:45,9,1,breakfast,0,Sunny,Low,0,30,west,0.455,0
51286,3664,386,28/06/2025 01:50,9,5,breakfast,1,Cloudy,High,0,64,central,0.6083,0
51287,740,179,28/06/2025 01:55,10,4,breakfast,0,Cloudy,Medium,0,75,east,0.5533,0
51288,1363,260,28/06/2025 02:00,16,3,snack,0,Fog,Medium,0,58,central,0.5533,0
51289,3411,123,28/06/2025 02:05,22,1,dinner,0,Stormy,High,0,44,central,0.4717,0
51290,2214,533,28/06/2025 02:10,12,3,lunch,0,Cloudy,Medium,0,63,east,0.35,0
51291,2240,383,28/06/2025 02:15,20,5,dinner,1,Sunny,Low,0,43,north,0.4283,0
51292,1956,215,28/06/2025 02:20,15,0,lunch,0,Sunny,Jam,0,55,east,0.5517,0
51293,1349,385,28/06/2025 02:25,7,4,breakfast,0,Sunny,Medium,0,40,west,0.4983,1
51294,3005,340,28/06/2025 02:30,20,2,dinner,0,Sunny,Jam,0,68,south,0.3333,0
51295,1219,657,28/06/2025 02:35,14,3,lunch,0,Sunny,Medium,0,65,east,0.6533,0
51296,419,509,28/06/2025 02:40,21,6,dinner,1,Cloudy,Low,0,34,north,0.3667,0
51297,2877,536,28/06/2025 02:45,14,5,lunch,1,Sunny,Medium,0,30,central,0.315,0
51298,1836,40,28/06/2025 02:50,10,4,breakfast,0,Sunny,High,0,67,north,0.4667,0
51299,3064,689,28/06/2025 02:55,7,0,breakfast,0,Sunny,Low,0,64,south,0.4433,0
51300,3593,8,28/06/2025 03:00,11,2,lunch,0,Cloudy,Medium,0,63,south,0.4783,0
51301,3671,75,28/06/2025 03:05,14,5,lunch,1,Sunny,High,0,80,north,0.5767,0
51302,1868,616,28/06/2025 03:10,16,4,snack,0,Sunny,Medium,0,75,east,0.715,0
51303,362,564,28/06/2025 03:15,22,5,dinner,1,Rainy,Medium,0,56,west,0.5567,0
51304,3009,359,28/06/2025 03:20,9,4,breakfast,0,Cloudy,Low,0,48,central,0.2767,0
51305,3230,213,28/06/2025 03:25,9,4,breakfast,0,Cloudy,High,1,76,west,0.6983,0
51306,1587,13,28/06/2025 03:30,8,6,breakfast,1,Sandstorms,High,0,49,east,0.4867,0
51307,2303,488,28/06/2025 03:35,18,2,snack,0,Rainy,Medium,0,40,central,0.51,0
51308,3539,333,28/06/2025 03:40,17,4,snack,0,Stormy,Medium,0,58,east,0.385,0
51309,2239,574,28/06/2025 03:45,18,3,snack,0,Sunny,Jam,1,61,central,0.6683,2
51310,447,13,28/06/2025 03:50,8,6,breakfast,1,Sunny,Low,0,34,central,0.5167,0
51311,3214,130,28/06/2025 03:55,23,0,dinner,0,Stormy,Medium,0,33,west,0.315,1
51312,1698,590,28/06/2025 04:00,21,3,dinner,0,Sunny,Jam,0,110,east,0.2733,1
51313,886,544,28/06/2025 04:05,21,0,dinner,0,Sunny,Medium,0,42,east,0.5717,0
51314,887,409,28/06/2025 04:10,6,2,breakfast,0,Fog,Medium,0,48,north,0.4867,0
51315,481,42,28/06/2025 04:15,20,2,dinner,0,Sunny,Medium,1,53,south,0.385,0
51316,5,176,28/06/2025 04:20,17,3,snack,0,Sunny,High,0,94,east,0.2333,0
51317,1209,267,28/06/2025 04:25,18,4,snack,0,Windy,Medium,0,37,central,0.4867,1
