session_id,any_addon_added,actual_added_addon_names,actual_added_addon_categories,actual_added_addon_count,actual_added_addon_value,final_order_value
55029,0,none,none,0,0,370.13
55030,0,none,none,0,0,284.52
55031,0,none,none,0,0,206.38
55032,0,none,none,0,0,439.81
55033,0,none,none,0,0,144.07
55034,0,none,none,0,0,648.14
55035,0,none,none,0,0,182.14
55036,0,none,none,0,0,318.04
55037,1,Raita | Banana Milkshake | Garlic Bread Sticks,side | drink | bread,3,277.39,556.16
55038,0,none,none,0,0,440.62
55039,0,none,none,0,0,160.7
55040,1,Sugarcane Juice | Tzatziki,drink | dip,2,123.75,1052.96
55041,1,Mint Chutney,dip,1,54.53,338.1
55042,1,Veg Spring Rolls,starter,1,172.52,881.13
55043,0,none,none,0,0,555.11
55044,0,none,none,0,0,240.56
55045,0,none,none,0,0,276.14
55046,0,none,none,0,0,467.44
55047,0,none,none,0,0,438.05
55048,0,none,none,0,0,213.79
55049,0,none,none,0,0,130.25
55050,1,Masala Papad,side,1,80.36,260.97
55051,0,none,none,0,0,442.33
55052,0,none,none,0,0,168.21
55053,0,none,none,0,0,272.9
55054,1,Stir Fried Veggies | Focaccia,side | bread,2,174.84,450.65
55055,0,none,none,0,0,552.67
55056,0,none,none,0,0,459.19
55057,1,Garden Salad,side,1,121.39,394.55
55058,0,none,none,0,0,207.55
55059,0,none,none,0,0,973.62
55060,0,none,none,0,0,396.24
55061,1,Fresh Lime Soda,drink,1,89.31,491.97
55062,0,none,none,0,0,507.47
55063,1,Mango Lassi | Chicken Seekh Kebab | Kung Pao Chicken,drink | starter | main,3,284.84,445.05
55064,0,none,none,0,0,342.65
55065,0,none,none,0,0,158.28
55066,0,none,none,0,0,389.25
55067,0,none,none,0,0,314.82
55068,0,none,none,0,0,190.78
55069,0,none,none,0,0,316.03
55070,0,none,none,0,0,789.89
55071,1,Sugarcane Juice,drink,1,47.66,206.74
55072,1,Jeera Aloo | Rasgulla,side | dessert,2,285.26,1085.12
55073,0,none,none,0,0,154.76
55074,0,none,none,0,0,301.79
55075,0,none,none,0,0,623.17
55076,0,none,none,0,0,829.7
55077,0,none,none,0,0,393.75
55078,0,none,none,0,0,649.17
55079,0,none,none,0,0,378.92
55080,0,none,none,0,0,551.06
55081,1,Watermelon Juice | Banana Milkshake,drink | drink,2,88.5,647.41
55082,0,none,none,0,0,958.8
55083,0,none,none,0,0,306.91
55084,0,none,none,0,0,479.83
55085,1,Raita,side,1,131.17,436.99
55086,0,none,none,0,0,834.75
55087,0,none,none,0,0,627
55088,0,none,none,0,0,403.69
55089,0,none,none,0,0,175.52
55090,0,none,none,0,0,152.39
55091,0,none,none,0,0,782.35
55092,0,none,none,0,0,319.57
55093,0,none,none,0,0,618.88
55094,0,none,none,0,0,503.02
55095,1,Egg Fried Rice | Fish Tikka,rice | starter,2,321.68,872.46
55096,0,none,none,0,0,524.28
55097,0,none,none,0,0,199.74
55098,1,Gulab Jamun,dessert,1,134.33,694.96
55099,1,Lemon Iced Tea,drink,1,76.04,356.12
55100,0,none,none,0,0,193.58
55101,0,none,none,0,0,315.47
55102,0,none,none,0,0,154.42
55103,0,none,none,0,0,391.04
55104,1,Watermelon Juice,drink,1,74.16,365.15
55105,0,none,none,0,0,338.88
55106,0,none,none,0,0,151.92
55107,1,Panna Cotta,dessert,1,122.86,983.56
55108,1,Gajar Halwa | Panna Cotta | Stir Fried Veggies | Watermelon Juice,dessert | dessert | side | drink,4,410.06,681.85
55109,0,none,none,0,0,860.67
55110,0,none,none,0,0,439.7
55111,1,Mango Lassi,drink,1,93.19,392.29
55112,1,Curd Rice,rice,1,173.44,780.26
55113,0,none,none,0,0,441.03
55114,0,none,none,0,0,412.27
55115,0,none,none,0,0,503.24
55116,1,Lemon Iced Tea | Masala Chai,drink | drink,2,99.83,469.27
55117,0,none,none,0,0,399.06
55118,0,none,none,0,0,438.91
55119,0,none,none,0,0,362.2
55120,0,none,none,0,0,361.89
55121,0,none,none,0,0,470.78
55122,0,none,none,0,0,760.33
55123,1,Tzatziki,dip,1,31.8,193.21
55124,1,Steamed Basmati | Sugarcane Juice | Masala Papad | Mango Kulfi,rice | drink | side | dessert,4,341.56,495.61
55125,1,Onion Rings | Brown Rice,side | rice,2,214.13,554.26
55126,0,none,none,0,0,269.29
55127,0,none,none,0,0,249.4
55128,0,none,none,0,0,195.83
55129,0,none,none,0,0,270.64
55130,1,Garden Salad | Paneer Tikka,side | starter,2,273.43,577.9
55131,0,none,none,0,0,293.97
55132,0,none,none,0,0,402.18
55133,1,Panna Cotta | Gajar Halwa | Kheer,dessert | dessert | dessert,3,199.78,574
55134,0,none,none,0,0,138.34
55135,0,none,none,0,0,315.07
55136,0,none,none,0,0,1072.48
55137,1,Puri,bread,1,30.89,251.29
55138,0,none,none,0,0,345.51
55139,1,Tandoori Roti,bread,1,59.25,518.66
55140,0,none,none,0,0,392.34
55141,0,none,none,0,0,427.97
55142,0,none,none,0,0,416.68
55143,1,Salsa Dip | Coleslaw | Banana Milkshake,dip | side | drink,3,310.3,840.46
55144,0,none,none,0,0,165.77
55145,1,Tamarind Chutney,dip,1,30,208.41
55146,0,none,none,0,0,465.75
55147,0,none,none,0,0,428.07
55148,0,none,none,0,0,270.62
55149,0,none,none,0,0,300.42
55150,0,none,none,0,0,316.03
55151,0,none,none,0,0,482.88
55152,1,Tandoori Roti,bread,1,51.45,1141.98
55153,0,none,none,0,0,331.7
55154,0,none,none,0,0,347.67
55155,0,none,none,0,0,133.94
55156,0,none,none,0,0,722.04
55157,0,none,none,0,0,545.69
55158,0,none,none,0,0,156.63
55159,1,Phirni,dessert,1,107.54,456.1
55160,0,none,none,0,0,199.66
55161,0,none,none,0,0,270.18
55162,0,none,none,0,0,164.85
55163,1,Chicken Seekh Kebab,starter,1,186.44,596.21
55164,1,Tamarind Chutney,dip,1,40.44,287.72
55165,0,none,none,0,0,168.55
55166,0,none,none,0,0,427.06
55167,0,none,none,0,0,428.96
55168,0,none,none,0,0,163.13
55169,1,Brownie with Ice Cream,dessert,1,112.71,369.18
55170,0,none,none,0,0,166
55171,0,none,none,0,0,447.25
55172,0,none,none,0,0,326.71
55173,0,none,none,0,0,702.71
55174,0,none,none,0,0,787.65
55175,1,Sugarcane Juice | Potato Wedges,drink | side,2,168.23,705.49
55176,0,none,none,0,0,553.94
55177,0,none,none,0,0,615.9
55178,0,none,none,0,0,501.94
55179,0,none,none,0,0,402.56
55180,0,none,none,0,0,321.76
55181,1,Buttermilk,drink,1,87.4,1050.98
55182,0,none,none,0,0,303.28
55183,1,Ranch Dip,dip,1,62.22,509.16
55184,0,none,none,0,0,395.34
55185,0,none,none,0,0,512.08
55186,1,Gulab Jamun,dessert,1,65.81,246.88
55187,0,none,none,0,0,666.41
55188,0,none,none,0,0,325.81
55189,1,Cheese Naan,bread,1,58.5,326.16
55190,0,none,none,0,0,279.22
55191,1,Potato Wedges,side,1,85.56,430.81
55192,0,none,none,0,0,380.58
55193,0,none,none,0,0,521.31
55194,1,Cold Coffee | Virgin Mojito,drink | drink,2,149.49,439.42
55195,0,none,none,0,0,385.89
55196,0,none,none,0,0,357.16
55197,0,none,none,0,0,777.6
55198,0,none,none,0,0,430.03
55199,0,none,none,0,0,218.52
55200,0,none,none,0,0,435.88
55201,0,none,none,0,0,199.74
55202,1,Fresh Lime Soda | Gulab Jamun | Fresh Lime Soda | Guacamole,drink | dessert | drink | dip,4,280.09,1155.37
55203,1,Masala Papad | Saffron Rice | Saffron Rice,side | rice | rice,3,370.47,947.9
55204,0,none,none,0,0,230.85
55205,0,none,none,0,0,316.19
55206,0,none,none,0,0,148.59
55207,1,Brownie with Ice Cream | Onion Rings,dessert | side,2,149.37,299.01
55208,0,none,none,0,0,380.81
55209,1,Steamed Vegetables,side,1,160.6,656.28
55210,0,none,none,0,0,353.64
55211,0,none,none,0,0,148.94
55212,0,none,none,0,0,464.76
55213,0,none,none,0,0,307
55214,0,none,none,0,0,213.07
55215,0,none,none,0,0,451.84
55216,0,none,none,0,0,557.74
55217,0,none,none,0,0,463.61
55218,0,none,none,0,0,384.78
55219,0,none,none,0,0,355.32
55220,0,none,none,0,0,667.02
55221,0,none,none,0,0,260.56
55222,1,Virgin Mojito | Mango Lassi,drink | drink,2,153.08,410.68
55223,1,Kheer,dessert,1,157.5,604.75
55224,0,none,none,0,0,178.93
55225,0,none,none,0,0,321.18
55226,0,none,none,0,0,404.32
55227,0,none,none,0,0,160.03
55228,0,none,none,0,0,220.4
55229,0,none,none,0,0,560
55230,0,none,none,0,0,231.44
55231,1,Saffron Rice | Panna Cotta,rice | dessert,2,440.15,1049.13
55232,0,none,none,0,0,499.26
55233,0,none,none,0,0,1317.31
55234,1,Virgin Mojito | Masala Papad,drink | side,2,186.82,715.12
55235,1,Puri | Chocolate Mousse,bread | dessert,2,95.22,279.29
55236,0,none,none,0,0,400.73
55237,0,none,none,0,0,702.75
55238,0,none,none,0,0,416.68
55239,0,none,none,0,0,320.96
55240,1,Saffron Rice,rice,1,204.12,423.92
55241,0,none,none,0,0,375.72
55242,0,none,none,0,0,168.31
55243,0,none,none,0,0,190.19
55244,1,Choco Lava Cup,dessert,1,192.66,753.12
55245,0,none,none,0,0,358.89
55246,1,Chole Bhature,main,1,154.76,579.32
55247,0,none,none,0,0,191.19
55248,1,Onion Rings | Virgin Mojito,side | drink,2,260.24,683.24
55249,0,none,none,0,0,471.77
55250,0,none,none,0,0,620.85
55251,0,none,none,0,0,624.55
55252,1,Stuffed Paratha | Jeera Aloo | Steamed Basmati,bread | side | rice,3,339.53,560.25
55253,0,none,none,0,0,497.07
55254,0,none,none,0,0,299.61
55255,0,none,none,0,0,602.8
55256,0,none,none,0,0,299.47
55257,0,none,none,0,0,372.62
55258,1,Buttermilk | Tzatziki | Sugarcane Juice | Gajar Halwa,drink | dip | drink | dessert,4,295.95,825.7
55259,0,none,none,0,0,278.83
55260,0,none,none,0,0,481.59
55261,0,none,none,0,0,639.42
55262,1,Kheer,dessert,1,154.71,962.62
55263,0,none,none,0,0,171.54
55264,0,none,none,0,0,752.32
55265,0,none,none,0,0,198.07
55266,0,none,none,0,0,412.39
55267,0,none,none,0,0,457.99
55268,1,Tzatziki | Paratha,dip | bread,2,63.1,250.61
55269,1,Puri | Jeera Aloo | Chocolate Mousse,bread | side | dessert,3,366.14,724.66
55270,0,none,none,0,0,407.1
55271,0,none,none,0,0,196.66
55272,1,Kheer,dessert,1,78.13,414.27
55273,0,none,none,0,0,837.69
55274,0,none,none,0,0,757.59
55275,0,none,none,0,0,351.56
55276,0,none,none,0,0,630.77
55277,0,none,none,0,0,220.72
55278,0,none,none,0,0,153.32
55279,0,none,none,0,0,162.67
55280,1,Masala Chai,drink,1,67.12,381.78
55281,0,none,none,0,0,257.96
55282,0,none,none,0,0,257.71
55283,0,none,none,0,0,178.58
55284,0,none,none,0,0,259.8
55285,0,none,none,0,0,1038.03
55286,0,none,none,0,0,287.19
55287,1,Masala Papad,side,1,82.09,287.55
55288,0,none,none,0,0,736.13
55289,0,none,none,0,0,198.8
55290,0,none,none,0,0,952.5
55291,1,Butter Chicken,main,1,157.63,564.61
55292,0,none,none,0,0,343.4
55293,0,none,none,0,0,291.66
55294,0,none,none,0,0,254.95
55295,0,none,none,0,0,511.27
55296,0,none,none,0,0,424.62
55297,0,none,none,0,0,756.09
55298,0,none,none,0,0,146.85
55299,0,none,none,0,0,530.01
55300,1,Banana Milkshake,drink,1,99.45,395.42
55301,0,none,none,0,0,147.69
55302,1,Watermelon Juice | Sriracha Sauce,drink | dip,2,78.65,251.33
55303,0,none,none,0,0,164
55304,0,none,none,0,0,229.64
55305,1,Guacamole | Potato Wedges,dip | side,2,209.98,649.07
55306,0,none,none,0,0,202.76
55307,1,Masala Chai | Cold Coffee,drink | drink,2,108.78,444.97
55308,0,none,none,0,0,303.64
55309,0,none,none,0,0,348.51
55310,0,none,none,0,0,263.45
55311,0,none,none,0,0,170.46
55312,0,none,none,0,0,202.71
55313,0,none,none,0,0,1021.78
55314,0,none,none,0,0,224.25
55315,1,Paratha | Sriracha Sauce,bread | dip,2,127,581.51
55316,0,none,none,0,0,256.46
55317,0,none,none,0,0,414.7
55318,0,none,none,0,0,825.49
55319,1,Corn Salad,side,1,129.54,988.85
55320,0,none,none,0,0,573.55
55321,1,Masala Chai,drink,1,45.34,698.94
55322,0,none,none,0,0,179.75
55323,0,none,none,0,0,370.58
55324,0,none,none,0,0,331.5
55325,0,none,none,0,0,375.62
55326,0,none,none,0,0,296.95
55327,0,none,none,0,0,353.88
55328,0,none,none,0,0,164.08
55329,0,none,none,0,0,432.98
55330,0,none,none,0,0,282.21
55331,0,none,none,0,0,444.79
55332,0,none,none,0,0,380.13
55333,0,none,none,0,0,313.11
55334,0,none,none,0,0,269.48
55335,0,none,none,0,0,237.12
55336,0,none,none,0,0,620.36
55337,1,Guacamole | Salsa Dip,dip | dip,2,96.07,612.02
55338,1,Multigrain Bread,bread,1,53.25,352.72
55339,0,none,none,0,0,327.74
55340,0,none,none,0,0,289.52
55341,0,none,none,0,0,819.85
55342,0,none,none,0,0,258.75
55343,0,none,none,0,0,771.5
55344,0,none,none,0,0,774.86
55345,0,none,none,0,0,922.38
55346,0,none,none,0,0,712.19
55347,0,none,none,0,0,198.01
55348,0,none,none,0,0,589.91
55349,0,none,none,0,0,428.05
55350,0,none,none,0,0,394.49
55351,0,none,none,0,0,664.95
55352,0,none,none,0,0,380.58
55353,1,Choco Lava Cup | Mango Lassi | Lemon Iced Tea,dessert | drink | drink,3,342.8,654.35
55354,0,none,none,0,0,308.29
55355,0,none,none,0,0,512.13
55356,1,Cold Coffee,drink,1,64.09,268.27
55357,0,none,none,0,0,243.92
55358,0,none,none,0,0,344.41
55359,0,none,none,0,0,368.08
55360,1,Watermelon Juice,drink,1,51.45,424.99
55361,0,none,none,0,0,262.61
55362,0,none,none,0,0,320.96
55363,1,Saffron Rice,rice,1,186.39,923.45
55364,0,none,none,0,0,184.3
55365,0,none,none,0,0,248.78
55366,1,Watermelon Juice | Steamed Basmati,drink | rice,2,205.81,613.7
55367,0,none,none,0,0,393.6
55368,0,none,none,0,0,248.55
55369,0,none,none,0,0,327.83
55370,1,Onion Rings | Phirni,side | dessert,2,129.23,418.22
55371,1,Garden Salad,side,1,120.66,490.9
55372,0,none,none,0,0,608.47
55373,1,Gajar Halwa | Cold Coffee | Garden Salad,dessert | drink | side,3,339.94,636.88
55374,0,none,none,0,0,578.04
55375,0,none,none,0,0,572.22
55376,0,none,none,0,0,531.69
55377,0,none,none,0,0,408.56
55378,0,none,none,0,0,426.75
55379,0,none,none,0,0,363.18
55380,0,none,none,0,0,367.85
55381,0,none,none,0,0,203.79
55382,1,Peas Pulao | Brownie with Ice Cream,rice | dessert,2,415.11,976.99
55383,0,none,none,0,0,477.24
55384,0,none,none,0,0,754.05
55385,0,none,none,0,0,409.08
55386,0,none,none,0,0,280.36
55387,1,Phirni,dessert,1,66.02,408.73
55388,0,none,none,0,0,676.1
55389,0,none,none,0,0,606.37
55390,0,none,none,0,0,226.32
55391,0,none,none,0,0,293.05
55392,1,Garden Salad | Watermelon Juice | Garlic Naan | Chocolate Mousse,side | drink | bread | dessert,4,471.67,823.58
55393,0,none,none,0,0,552.2
55394,0,none,none,0,0,434.9
55395,0,none,none,0,0,336.78
55396,0,none,none,0,0,312.51
55397,0,none,none,0,0,138.78
55398,0,none,none,0,0,487.56
55399,0,none,none,0,0,379.95
55400,1,Phirni,dessert,1,101.05,695.32
55401,0,none,none,0,0,321.27
55402,0,none,none,0,0,360.9
55403,0,none,none,0,0,307.27
55404,1,Kheer,dessert,1,72.08,400.31
55405,0,none,none,0,0,206.66
55406,1,Ghee Rice,rice,1,163.39,428.55
55407,1,Kheer | Kheer,dessert | dessert,2,163.87,468.28
55408,0,none,none,0,0,284.63
55409,0,none,none,0,0,807.71
55410,0,none,none,0,0,525.54
55411,0,none,none,0,0,796.57
55412,1,BBQ Pork Ribs,main,1,326.58,1230.22
55413,0,none,none,0,0,375.71
55414,0,none,none,0,0,179.93
55415,0,none,none,0,0,133.65
55416,1,Gajar Halwa | Gulab Jamun,dessert | dessert,2,143.49,580.6
55417,1,Sriracha Sauce | Buttermilk | Peri Peri Sauce,dip | drink | dip,3,103.18,287.07
55418,0,none,none,0,0,161.69
55419,0,none,none,0,0,560.56
55420,1,Jeera Aloo,side,1,158.69,474.28
55421,0,none,none,0,0,178.66
55422,0,none,none,0,0,306.29
55423,0,none,none,0,0,319
55424,0,none,none,0,0,431.47
55425,0,none,none,0,0,730.01
55426,0,none,none,0,0,364.38
55427,0,none,none,0,0,1009.98
55428,1,Tamarind Chutney,dip,1,40.14,323.74
55429,1,Tamarind Chutney,dip,1,30,523.46
55430,0,none,none,0,0,502.87
55431,1,Penne Arrabbiata | Margherita Pizza,main | main,2,586.19,1128.08
55432,0,none,none,0,0,281.22
55433,0,none,none,0,0,180.68
55434,0,none,none,0,0,252.43
55435,0,none,none,0,0,197.19
55436,0,none,none,0,0,218.97
55437,0,none,none,0,0,429.46
55438,0,none,none,0,0,563.57
55439,0,none,none,0,0,485.28
55440,0,none,none,0,0,354.65
55441,0,none,none,0,0,802.64
55442,0,none,none,0,0,336.69
55443,1,Choco Lava Cup | Virgin Mojito,dessert | drink,2,112.97,242.33
55444,0,none,none,0,0,354.32
55445,0,none,none,0,0,221.95
55446,0,none,none,0,0,153.98
55447,0,none,none,0,0,352.98
55448,0,none,none,0,0,345.51
55449,0,none,none,0,0,185.34
55450,0,none,none,0,0,842.73
55451,0,none,none,0,0,372.14
55452,1,Phirni | Guacamole | Chocolate Mousse,dessert | dip | dessert,3,199.25,363.03
55453,0,none,none,0,0,484.05
55454,1,Kulfi Falooda,main,1,269.69,1001.09
55455,1,Guacamole,dip,1,52.87,693.68
55456,0,none,none,0,0,312.99
55457,0,none,none,0,0,236.23
55458,0,none,none,0,0,328.38
55459,0,none,none,0,0,410.78
55460,0,none,none,0,0,481.82
55461,0,none,none,0,0,324.32
55462,0,none,none,0,0,333.17
55463,0,none,none,0,0,420.65
55464,1,Egg Fried Rice | Gajar Halwa,rice | dessert,2,219.23,601.22
55465,1,Ghee Rice,rice,1,224.93,676.56
55466,1,Masala Papad,side,1,157.1,439.05
55467,0,none,none,0,0,391.54
55468,1,Cheese Balls,starter,1,170.52,740.89
55469,0,none,none,0,0,334.95
55470,0,none,none,0,0,439.93
55471,0,none,none,0,0,399.64
55472,0,none,none,0,0,659.54
55473,0,none,none,0,0,563.61
55474,1,Sugarcane Juice | Chicken Cordon Bleu | Ranch Dip,drink | main | dip,3,261.38,804.49
55475,0,none,none,0,0,232.07
55476,0,none,none,0,0,541.45
55477,0,none,none,0,0,312.46
55478,1,Rajma Masala,main,1,222.02,667.7
55479,0,none,none,0,0,505.61
55480,0,none,none,0,0,337.01
55481,0,none,none,0,0,515.15
55482,0,none,none,0,0,269.47
55483,0,none,none,0,0,284.67
55484,1,Gulab Jamun,dessert,1,91.25,560.75
55485,0,none,none,0,0,838.23
55486,0,none,none,0,0,265.62
55487,0,none,none,0,0,547.7
55488,1,Guacamole,dip,1,30,237.93
55489,0,none,none,0,0,177.3
55490,1,Ghee Rice | Buttermilk,rice | drink,2,200.62,802.1
55491,0,none,none,0,0,182.32
55492,1,Stir Fried Veggies | Buttermilk,side | drink,2,109.85,597.59
55493,1,Tzatziki,dip,1,55.08,291.18
55494,0,none,none,0,0,223.59
55495,0,none,none,0,0,305.38
55496,0,none,none,0,0,658.28
55497,1,Mango Kulfi,dessert,1,79.68,675.8
55498,0,none,none,0,0,566.71
55499,0,none,none,0,0,214.27
55500,0,none,none,0,0,164.46
55501,0,none,none,0,0,158.9
55502,0,none,none,0,0,750.86
55503,0,none,none,0,0,1120.73
55504,0,none,none,0,0,175.51
55505,0,none,none,0,0,334.96
55506,0,none,none,0,0,324.62
55507,0,none,none,0,0,809.34
55508,0,none,none,0,0,386.53
55509,0,none,none,0,0,480.89
55510,0,none,none,0,0,589.63
55511,0,none,none,0,0,219.58
55512,1,Buttermilk,drink,1,88.65,727.12
55513,1,Cold Coffee,drink,1,50.39,183.39
55514,0,none,none,0,0,625.27
55515,0,none,none,0,0,915.57
55516,1,Tandoori Roti,bread,1,53.15,542.09
55517,1,Lemon Rice,rice,1,117.23,318.21
55518,0,none,none,0,0,256.46
55519,0,none,none,0,0,825.15
55520,0,none,none,0,0,431.01
55521,1,Masala Chai,drink,1,124.87,482.86
55522,0,none,none,0,0,200.2
55523,0,none,none,0,0,196.79
55524,0,none,none,0,0,174.02
55525,0,none,none,0,0,305.14
55526,0,none,none,0,0,735.32
55527,0,none,none,0,0,248.53
55528,0,none,none,0,0,161.2
55529,0,none,none,0,0,173.59
55530,0,none,none,0,0,1270.63
55531,0,none,none,0,0,302.36
55532,0,none,none,0,0,210.19
55533,0,none,none,0,0,582.35
55534,1,Tandoori Roti,bread,1,30.12,570.42
55535,0,none,none,0,0,256.7
55536,0,none,none,0,0,703.88
55537,0,none,none,0,0,327.95
55538,1,Brownie with Ice Cream | Panna Cotta,dessert | dessert,2,207.07,788.03
55539,0,none,none,0,0,704.86
55540,0,none,none,0,0,736.18
55541,1,Fish Tikka | Chicken Seekh Kebab,starter | starter,2,215.52,585.26
55542,0,none,none,0,0,343.49
55543,0,none,none,0,0,423.31
55544,0,none,none,0,0,463.75
55545,0,none,none,0,0,374.04
55546,0,none,none,0,0,635.29
55547,1,Tzatziki,dip,1,53.88,375.63
55548,1,Masala Papad | Tamarind Chutney,side | dip,2,159.68,436.29
55549,0,none,none,0,0,164.14
55550,1,Multigrain Bread | Sugarcane Juice,bread | drink,2,85.15,571.27
55551,0,none,none,0,0,554.4
55552,0,none,none,0,0,221.13
55553,0,none,none,0,0,675.19
55554,0,none,none,0,0,221.12
55555,0,none,none,0,0,236.56
55556,0,none,none,0,0,535.76
55557,1,Masala Chai | Garlic Bread Sticks | Banana Milkshake,drink | bread | drink,3,220.15,1232.63
55558,1,Garlic Naan,bread,1,32.92,216.57
55559,0,none,none,0,0,290.99
55560,1,Phirni | Masala Papad | Banana Milkshake,dessert | side | drink,3,326.05,858.61
55561,0,none,none,0,0,164.88
55562,0,none,none,0,0,231.78
55563,1,Jeera Rice,rice,1,137.27,653.83
55564,1,Peri Peri Sauce,dip,1,45.5,368.96
55565,1,Sugarcane Juice,drink,1,126.49,542.08
55566,0,none,none,0,0,198.89
55567,1,Hummus | Fresh Lime Soda | Mango Kulfi,dip | drink | dessert,3,254,1463.38
55568,0,none,none,0,0,143.34
55569,0,none,none,0,0,259.8
55570,0,none,none,0,0,288.51
55571,0,none,none,0,0,317.61
55572,0,none,none,0,0,228.41
55573,0,none,none,0,0,264.65
55574,0,none,none,0,0,511.19
55575,0,none,none,0,0,305.7
55576,1,Jeera Rice | Guacamole,rice | dip,2,220.81,1022.93
55577,1,Lemon Iced Tea | Chocolate Mousse,drink | dessert,2,123.36,540.81
55578,0,none,none,0,0,118.61
55579,0,none,none,0,0,277.28
55580,0,none,none,0,0,524.54
55581,0,none,none,0,0,177.74
55582,0,none,none,0,0,616.04
55583,0,none,none,0,0,390.23
55584,1,Crispy Calamari,starter,1,140.31,468.4
55585,0,none,none,0,0,362.37
55586,1,Jeera Aloo | Stir Fried Veggies,side | side,2,380.72,1600.33
55587,1,Mint Chutney | Guacamole,dip | dip,2,63.45,263.02
55588,0,none,none,0,0,684.7
55589,0,none,none,0,0,690.68
55590,0,none,none,0,0,704.74
55591,1,Buttermilk,drink,1,48.34,262.61
55592,0,none,none,0,0,547.54
55593,1,Mango Lassi | Jeera Aloo,drink | side,2,138.72,349.09
55594,0,none,none,0,0,232.7
55595,0,none,none,0,0,1200.64
55596,0,none,none,0,0,438.11
55597,1,Gulab Jamun | Watermelon Juice,dessert | drink,2,172.86,430.15
55598,1,Veg Spring Rolls,starter,1,120.13,427.85
55599,1,Banana Milkshake,drink,1,39.9,671.28
55600,0,none,none,0,0,294.66
55601,0,none,none,0,0,190.36
55602,0,none,none,0,0,327.89
55603,1,Choco Lava Cup,dessert,1,126.86,743.21
55604,1,Butter Naan | Tzatziki | Banana Milkshake | Mango Lassi,bread | dip | drink | drink,4,154.98,309.9
55605,0,none,none,0,0,132.47
55606,1,Watermelon Juice,drink,1,105.93,436.04
55607,0,none,none,0,0,332.76
55608,0,none,none,0,0,305.22
55609,0,none,none,0,0,434.72
55610,1,Chocolate Mousse,dessert,1,127.3,368.49
55611,1,Buttermilk,drink,1,40.6,381.45
55612,0,none,none,0,0,567.99
55613,0,none,none,0,0,517.36
55614,1,Kheer | Fresh Lime Soda,dessert | drink,2,107.72,316.5
55615,1,Panna Cotta | Kheer,dessert | dessert,2,121.23,691.94
55616,0,none,none,0,0,149.34
55617,1,Chocolate Mousse,dessert,1,90.3,411.23
55618,0,none,none,0,0,200.49
55619,1,Phirni | Garden Salad,dessert | side,2,187.25,1105.16
55620,0,none,none,0,0,479.38
55621,1,Buttermilk | Cold Coffee | Garlic Naan,drink | drink | bread,3,130.28,472.31
55622,0,none,none,0,0,702.42
55623,1,Raita | Phirni,side | dessert,2,255.06,844.04
55624,0,none,none,0,0,1478.94
55625,0,none,none,0,0,384.37
55626,0,none,none,0,0,300.11
55627,0,none,none,0,0,269.55
55628,0,none,none,0,0,328.01
55629,1,Mango Kulfi,dessert,1,134.11,673.65
55630,1,Cold Coffee | Masala Chai | Focaccia,drink | drink | bread,3,188.21,435.73
55631,0,none,none,0,0,508.21
55632,0,none,none,0,0,603.75
55633,0,none,none,0,0,637.4
55634,0,none,none,0,0,712.23
55635,0,none,none,0,0,879.6
55636,0,none,none,0,0,323.61
55637,1,Sugarcane Juice | Watermelon Juice | Fresh Lime Soda,drink | drink | drink,3,150.04,545.79
55638,0,none,none,0,0,169.28
55639,0,none,none,0,0,602.7
55640,1,Garlic Naan | Watermelon Juice | Watermelon Juice | Tandoori Roti,bread | drink | drink | bread,4,182.74,438.46
55641,0,none,none,0,0,217.57
55642,0,none,none,0,0,157.27
55643,0,none,none,0,0,327.08
55644,0,none,none,0,0,245.3
55645,1,Watermelon Juice,drink,1,98.87,435.04
55646,0,none,none,0,0,222.18
55647,0,none,none,0,0,171.04
55648,0,none,none,0,0,168.11
55649,1,Paneer Tikka,starter,1,87.23,287.32
55650,0,none,none,0,0,1021.24
55651,1,Raita,side,1,99.17,238.36
55652,0,none,none,0,0,923.51
55653,0,none,none,0,0,194.08
55654,1,Buttermilk,drink,1,111.18,527.13
55655,0,none,none,0,0,641.17
55656,0,none,none,0,0,416.1
55657,0,none,none,0,0,264.27
55658,0,none,none,0,0,398.66
55659,1,Phirni | Brown Rice,dessert | rice,2,166.99,550.08
55660,1,Stuffed Paratha | Gajar Halwa,bread | dessert,2,88.16,279.05
55661,0,none,none,0,0,172.08
55662,0,none,none,0,0,256.08
55663,0,none,none,0,0,173.12
55664,0,none,none,0,0,178.86
55665,0,none,none,0,0,508.92
55666,0,none,none,0,0,785.33
55667,1,Gajar Halwa | Masala Chai | Saffron Rice,dessert | drink | rice,3,393.86,1254.88
55668,0,none,none,0,0,603.46
55669,0,none,none,0,0,320.4
55670,0,none,none,0,0,809.25
55671,0,none,none,0,0,859.4
55672,0,none,none,0,0,645.4
55673,1,Salsa Dip | Gajar Halwa,dip | dessert,2,88.25,603.98
55674,1,Butter Naan,bread,1,88.58,1170.02
55675,0,none,none,0,0,568.98
55676,1,Watermelon Juice | Vegetable Fried Rice,drink | rice,2,161.24,428.93
55677,0,none,none,0,0,413.93
55678,0,none,none,0,0,178.59
55679,1,Watermelon Juice | Watermelon Juice,drink | drink,2,138.65,395.76
55680,0,none,none,0,0,283.14
55681,0,none,none,0,0,494.08
55682,0,none,none,0,0,611.83
55683,0,none,none,0,0,199.99
