restaurant_id,restaurant_name,restaurant_city,restaurant_cuisine,restaurant_type,restaurant_online_order,restaurant_price_tier,restaurant_rating,restaurant_is_chain,restaurant_delivery_time_avg,restaurant_avg_orders_per_day
613,Grub Shack - Branch 4,mumbai,fast_food,Quick Bites,Yes,2,3.938243993,0,49.3,61
82,Momo Station,chennai,chinese,Delivery,Yes,2,4.569696305,0,55.8,75
349,Dragon Palace - Branch 3,mumbai,chinese,Casual Dining,Yes,1,3.742732089,0,24.1,102
115,Snacky Corner,bengaluru,fast_food,Quick Bites,Yes,3,4.013044885,1,64.8,81
218,Dhaba by Claridges - Branch 3,hyderabad,north_indian,Quick Bites,Yes,1,3.784162839,0,61.2,114
36,Shahi Biryani Palace,mumbai,biryani,Delivery,No,3,3.831231379,1,46.1,63
181,SLV Corner - Branch 2,mumbai,south_indian,Delivery,Yes,3,3.809251847,0,62.6,48
27,Hangar Bar & Kitchen,delhi,fast_food,Food Court,Yes,1,4.677809307,1,54.2,134
615,Murugan Idli Shop - Branch 6,mumbai,south_indian,Casual Dining,Yes,3,4.487658711,0,40.9,51
35,The Tamilian Kitchen,hyderabad,south_indian,Food Court,Yes,2,4.129319782,0,54.6,91
272,Hotel Vijayalakshmi - Branch 2,delhi,south_indian,Food Court,Yes,1,3.680963901,1,28.9,135
148,CTR Malleswaram,mumbai,south_indian,Food Court,Yes,1,3.336815911,0,27.4,103
226,Hyderabad House - Branch 2,pune,biryani,Delivery,No,3,4.145817179,0,42.4,45
549,Haveli Restro - Branch 6,hyderabad,north_indian,Fine Dining,Yes,1,3.707369119,0,35,135
179,Cafe Bahar - Branch 2,delhi,biryani,Delivery,Yes,1,3.816158595,0,75,106
491,The Dragon Wok - Branch 4,mumbai,chinese,Casual Dining,Yes,1,4.965131454,1,43.2,169
152,Basilico,hyderabad,italian,Fine Dining,Yes,2,3.903582641,1,72.7,105
625,SLV Corner - Branch 6,mumbai,south_indian,Quick Bites,Yes,1,4.280641663,0,75,107
7,Bella Cucina,delhi,italian,Fine Dining,Yes,1,4.337083218,0,47,90
481,The Tamilian Kitchen - Branch 5,pune,south_indian,Casual Dining,No,1,4.203080753,0,57.9,117
347,Mainland China - Branch 3,bengaluru,chinese,Delivery,Yes,2,3.605521751,1,75,126
65,Bukhara Dhaba,bengaluru,north_indian,Quick Bites,Yes,3,4.249687729,0,51,49
13,Grub Shack,mumbai,fast_food,Food Court,Yes,1,4.232153333,0,39.5,112
0,Olive Bar & Kitchen,chennai,continental,Fine Dining,No,1,4.340626765,0,33.5,105
238,Udupi Palace - Branch 2,bengaluru,south_indian,Food Court,Yes,3,4.600420606,0,50.8,63
140,Dum Pukht - Branch 2,hyderabad,north_indian,Fine Dining,Yes,2,4.101645304,0,37,75
429,Red Dragon - Branch 3,bengaluru,chinese,Casual Dining,Yes,2,3.929016404,0,59.8,92
375,Salt Water Grill - Branch 2,bengaluru,continental,Casual Dining,Yes,2,4.087911344,0,75,73
574,NIC Ice Creams - Branch 2,bengaluru,desserts,Cafe,Yes,1,3.871372618,0,39.4,110
4,Wok Express,hyderabad,chinese,Quick Bites,No,1,3.631242795,0,37.5,118
397,Frontier - Branch 5,mumbai,north_indian,Quick Bites,Yes,2,3.64999168,1,36.5,106
154,Punjab Grill - Branch 2,hyderabad,north_indian,Fine Dining,Yes,2,4.344599327,0,58.1,77
468,Hotel Vijayalakshmi - Branch 4,mumbai,south_indian,Casual Dining,Yes,1,4.402633781,0,69.4,120
618,Chopsticks House - Branch 5,hyderabad,chinese,Casual Dining,Yes,2,3.975183148,0,58.2,77
374,Pind Balluchi - Branch 4,pune,north_indian,Casual Dining,Yes,1,3.125724896,1,43.3,144
507,Freshmenu - Branch 3,bengaluru,fast_food,Food Court,Yes,2,4.307395524,0,45.2,63
425,Vapiano - Branch 3,chennai,italian,Fine Dining,Yes,1,4.045609629,0,32,127
669,Haveli Restro - Branch 7,hyderabad,north_indian,Fine Dining,No,1,4.099230429,0,51.6,131
616,Trattoria - Branch 4,mumbai,italian,Delivery,Yes,3,3.688113729,0,75,52
361,Amritsar Express - Branch 4,hyderabad,north_indian,Quick Bites,Yes,1,3.838011583,1,59.4,152
561,Dum Biryani House - Branch 4,bengaluru,biryani,Delivery,No,2,3.786527427,0,33.3,78
395,Grub Shack - Branch 3,mumbai,fast_food,Quick Bites,Yes,3,4.257899837,0,48.6,60
612,The Tamilian Kitchen - Branch 6,chennai,south_indian,Quick Bites,Yes,3,3.413064198,0,35.9,39
437,Royal Biryani - Branch 3,hyderabad,biryani,Quick Bites,No,1,3.447521471,1,29.3,163
655,Vasantha Bhavan - Branch 6,delhi,south_indian,Food Court,Yes,2,4.220421423,0,30.2,81
699,Gino's Pizza - Branch 5,pune,italian,Delivery,Yes,1,3.877178253,0,45.2,114
174,Express Kitchen,delhi,fast_food,Delivery,No,1,3.866806727,1,48,152
55,Kabab & Kurry,chennai,arabian,Delivery,Yes,2,3.871765224,0,42.5,72
497,Dragon Palace - Branch 4,bengaluru,chinese,Food Court,Yes,2,4.395303144,0,38.7,82
460,Pind Balluchi - Branch 5,delhi,north_indian,Casual Dining,Yes,1,3.522959937,0,31,95
601,Mama Mia - Branch 4,chennai,italian,Casual Dining,Yes,1,4.125363727,0,45.8,118
311,Royal Mughal Kitchen - Branch 4,chennai,north_indian,Fine Dining,No,2,3.894210599,0,37.4,62
518,Tandoor Magic - Branch 6,bengaluru,north_indian,Quick Bites,Yes,2,3.800313156,0,47.5,76
98,Bombay Burger Co,delhi,fast_food,Delivery,Yes,2,3.654985857,0,39.3,102
400,Chettinad Cuisine - Branch 4,chennai,south_indian,Casual Dining,Yes,2,3.748263707,0,51.4,71
85,Burger barn,hyderabad,fast_food,Food Court,Yes,2,4.15503583,0,53.3,68
483,Spice Route - Branch 6,mumbai,north_indian,Casual Dining,Yes,3,3.498131536,0,39.6,25
343,Il Forno - Branch 2,chennai,italian,Fine Dining,Yes,2,3.655099612,0,60.1,72
216,Spice of Arabia,delhi,arabian,Casual Dining,No,2,4.700632599,0,48.1,93
232,Andhra Spice - Branch 2,delhi,south_indian,Delivery,Yes,2,4.278807114,0,61.2,72
644,Nandhini Restaurant - Branch 6,bengaluru,south_indian,Food Court,Yes,3,3.99946585,0,56.2,39
166,Mainland China - Branch 2,delhi,chinese,Quick Bites,Yes,1,3.907256736,0,34.1,106
543,Nizam's Biryani - Branch 4,mumbai,biryani,Quick Bites,Yes,3,3.828000365,0,28.6,47
409,Momo Station - Branch 3,delhi,chinese,Casual Dining,No,3,4.061311708,0,47.6,41
136,Biryani Blues,delhi,biryani,Casual Dining,Yes,1,3.552156471,0,43.6,105
253,Bella Cucina - Branch 2,hyderabad,italian,Delivery,Yes,1,4.327143351,0,58.2,119
284,Haveli Restro - Branch 3,hyderabad,north_indian,Quick Bites,No,2,3.771722237,0,65,67
506,Hakka House - Branch 4,bengaluru,chinese,Food Court,Yes,1,3.925326933,0,32.5,102
256,Burger barn - Branch 2,mumbai,fast_food,Food Court,Yes,3,3.246670511,1,47.8,57
355,Hotel Vijayalakshmi - Branch 3,pune,south_indian,Food Court,Yes,3,3.70145114,0,52.5,55
600,China Bistro - Branch 5,hyderabad,chinese,Delivery,Yes,2,3.918334382,0,75,64
103,Beirut Kitchen,delhi,arabian,Delivery,Yes,2,3.299035108,1,53.9,101
587,Royal Mughal Kitchen - Branch 7,chennai,north_indian,Delivery,No,2,3.538935691,0,43.6,68
191,The Beer Cafe,hyderabad,continental,Cafe,Yes,1,3.769499617,0,53.6,103
49,Dum Pukht,bengaluru,north_indian,Casual Dining,Yes,1,4.258039873,1,49.2,144
176,Chopsticks House - Branch 2,bengaluru,chinese,Food Court,No,2,4.049144356,1,75,91
693,Pastry Palace - Branch 3,bengaluru,desserts,Quick Bites,No,2,3.915407607,0,53.1,75
142,Heritage Kitchen - Branch 2,bengaluru,north_indian,Delivery,No,2,4.152362988,0,39.1,69
46,Al-Yousuf Biryani,mumbai,biryani,Delivery,Yes,1,3.481651432,1,68.7,152
58,SLV Corner,bengaluru,south_indian,Casual Dining,Yes,1,4.24911731,0,75,96
678,Bawarchi Restaurant - Branch 5,mumbai,biryani,Delivery,Yes,1,3.641659067,1,75,129
454,Hyderabad House - Branch 3,chennai,biryani,Casual Dining,Yes,1,3.978271503,0,32.6,112
8,Shanghai Garden,bengaluru,chinese,Food Court,No,1,4.199380282,0,63,105
3,Spice Route,bengaluru,north_indian,Quick Bites,No,1,4.13761889,0,73.7,135
471,Biryani Bell - Branch 3,bengaluru,biryani,Delivery,Yes,3,3.903024903,0,43.3,49
118,China Gate - Branch 2,hyderabad,chinese,Quick Bites,Yes,2,4.427215104,0,75,49
335,Shree Sagar - Branch 3,bengaluru,south_indian,Casual Dining,Yes,3,4.106603682,0,30.9,42
24,Mainland China,bengaluru,chinese,Food Court,No,1,3.808784752,0,39.7,105
524,Gulshan Dhaba - Branch 6,chennai,north_indian,Delivery,Yes,1,3.999204468,0,26.3,119
360,Saravana Bhavan - Branch 3,chennai,south_indian,Food Court,Yes,1,3.867644059,0,59.3,104
676,Orient Kitchen - Branch 5,hyderabad,chinese,Delivery,Yes,3,3.395111737,0,46,50
668,Behrouz Biryani - Branch 5,hyderabad,biryani,Casual Dining,Yes,1,3.117678161,0,63.4,122
530,Golden Dragon - Branch 4,bengaluru,chinese,Quick Bites,Yes,1,4.238446197,0,49.4,102
608,FoodBox - Branch 3,mumbai,fast_food,Quick Bites,Yes,2,3.905163321,0,42.8,98
663,Pind Balluchi - Branch 7,delhi,north_indian,Casual Dining,Yes,1,3.969555793,0,49.1,110
288,The Bigg Small Cafe - Branch 4,mumbai,north_indian,Fine Dining,Yes,1,4.331058019,1,48.8,131
324,Kerala Kitchen - Branch 3,bengaluru,south_indian,Casual Dining,Yes,1,4.359873563,0,29.6,110
516,The Biryani Kitchen - Branch 4,hyderabad,biryani,Casual Dining,Yes,3,3.660224772,1,34.9,75
21,Rebel Foods,bengaluru,fast_food,Food Court,Yes,2,3.553228519,0,47.5,68
210,Dum Biryani House - Branch 2,hyderabad,biryani,Casual Dining,No,1,3.701793311,0,44.2,98
686,The Table - Branch 2,chennai,continental,Cafe,No,1,4.240238897,0,62.9,100
462,Haveli Restro - Branch 5,bengaluru,north_indian,Delivery,Yes,1,3.772993901,0,66,102
130,Ping's Cafe - Branch 2,delhi,chinese,Casual Dining,No,1,4.35712203,0,33.4,104
173,Bawarchi Restaurant - Branch 2,bengaluru,biryani,Delivery,No,1,3.031405396,0,40.1,112
26,Frontier,hyderabad,north_indian,Fine Dining,Yes,2,3.441544881,1,33.8,93
84,Orient Kitchen,pune,chinese,Delivery,Yes,2,3.953273582,0,45.1,79
292,Spice Route - Branch 4,delhi,north_indian,Casual Dining,Yes,3,3.899587888,0,75,28
221,Chettinad Cuisine - Branch 2,bengaluru,south_indian,Food Court,Yes,2,4.331088412,0,40.7,86
170,Naturals Ice Cream,mumbai,desserts,Dessert Parlour,Yes,2,4.102328355,1,35.3,115
286,Vapiano - Branch 2,hyderabad,italian,Casual Dining,No,3,3.709659661,0,32,52
554,Giulia's Kitchen - Branch 4,bengaluru,italian,Casual Dining,No,1,3.717893936,0,54.1,118
212,Royal Biryani - Branch 2,chennai,biryani,Quick Bites,Yes,3,3.827534074,0,48.4,48
45,Gino's Pizza,chennai,italian,Cafe,Yes,1,3.991777686,0,60.4,115
225,Golden Dragon - Branch 2,pune,chinese,Delivery,No,2,3.616692329,0,51.2,66
493,Mainland China - Branch 4,chennai,chinese,Quick Bites,Yes,2,3.782147663,0,49.1,84
302,Hotel Janatha Deluxe - Branch 3,mumbai,south_indian,Quick Bites,Yes,2,3.521281438,0,64.9,62
198,Nizam's Biryani - Branch 2,hyderabad,biryani,Delivery,Yes,3,4.296922346,0,75,26
547,Chettinad Cuisine - Branch 5,hyderabad,south_indian,Delivery,No,1,3.395808572,1,60.5,145
545,Canton Canteen - Branch 4,pune,chinese,Food Court,Yes,1,3.710801927,0,67.4,107
387,Hotel Janatha Deluxe - Branch 4,pune,south_indian,Food Court,Yes,3,4.136916035,0,52.7,24
372,Hakka House - Branch 3,hyderabad,chinese,Casual Dining,No,3,4.10607451,0,46.3,62
117,Dhaba by Claridges - Branch 2,bengaluru,north_indian,Casual Dining,Yes,3,4.012260049,1,45.8,81
10,Giulia's Kitchen,mumbai,italian,Fine Dining,No,2,3.962461555,1,39.6,115
88,Brahmin's Coffee Bar,bengaluru,south_indian,Casual Dining,Yes,3,4.172600702,0,75,32
464,The Bigg Small Cafe - Branch 6,delhi,north_indian,Delivery,Yes,1,3.623594952,0,40.4,103
537,Brahmin's Coffee Bar - Branch 5,mumbai,south_indian,Casual Dining,Yes,3,4.032933068,0,63.5,38
51,Wings Over India,mumbai,fast_food,Delivery,Yes,2,5,0,72.9,73
373,Shahi Biryani Palace - Branch 3,bengaluru,biryani,Delivery,Yes,3,4.011168544,0,38.8,37
571,Lucknowi Biryani Co. - Branch 4,bengaluru,biryani,Delivery,Yes,2,4.032612728,0,37.1,56
41,Mithai by Kanchan,hyderabad,desserts,Dessert Parlour,No,2,3.852780439,0,38.8,77
160,Behrouz Biryani - Branch 2,hyderabad,biryani,Casual Dining,No,3,3.925138735,0,55,47
684,Fatto a Mano - Branch 4,hyderabad,italian,Cafe,Yes,1,3.688856519,0,49.2,111
596,Ping's Cafe - Branch 5,delhi,chinese,Delivery,Yes,2,4.16961506,1,38.9,109
432,L'Opéra - Branch 2,bengaluru,desserts,Bakery,No,2,4.093368492,0,35.7,72
113,The Mezze Company,bengaluru,arabian,Casual Dining,Yes,2,4.094168058,0,75,91
270,Moti Mahal - Branch 3,bengaluru,north_indian,Quick Bites,Yes,2,4.420139154,0,43.4,78
628,Sorrentina - Branch 4,chennai,italian,Fine Dining,No,1,3.618839161,0,57.3,109
578,Eat.fit Kitchen - Branch 3,bengaluru,fast_food,Quick Bites,Yes,1,3.790473126,0,41.7,116
260,La Folie,chennai,desserts,Cafe,Yes,1,3.559909664,1,57.6,130
164,The Dragon Wok - Branch 2,bengaluru,chinese,Food Court,Yes,2,4.450842214,1,52.7,99
458,Golkonda Biryani - Branch 3,chennai,biryani,Quick Bites,Yes,1,2.720191548,1,34.9,130
326,Andhra Spice - Branch 3,hyderabad,south_indian,Food Court,Yes,1,4.325241754,0,45.5,116
131,Amici Cafe,hyderabad,italian,Casual Dining,Yes,2,3.814174559,1,65.1,120
482,Dum Pukht Biryani - Branch 3,delhi,biryani,Casual Dining,Yes,2,4.06183624,0,38.5,75
389,Al Bake,hyderabad,arabian,Casual Dining,Yes,1,3.813257606,0,67.1,104
340,CTR Malleswaram - Branch 3,bengaluru,south_indian,Quick Bites,No,1,4.244067477,0,43.8,73
576,BOX8 - Branch 3,hyderabad,fast_food,Quick Bites,Yes,2,3.631507749,0,29.7,58
